ID,time,prediction_pwRes,pwRes,pwRes_simBlq,prediction_iwRes_mean,iwRes_mean,iwRes_mean_simBlq,prediction_iwRes_mode,iwRes_mode,iwRes_mode_simBlq,prediction_npde,npde,npde_simBlq,censored,split,color,filter
64,10.0583,0.654631,-0.293479,-0.293479,0.621978,0.208342,0.208342,0.624305,0.173356,0.173356,0.654631,-0.355208,-0.355208,0,All,#4682B4,0
64,10.4122,0.654631,-0.327014,-0.327014,0.621978,0.123904,0.123904,0.624305,0.0889176,0.0889176,0.654631,-0.262157,-0.262157,0,All,#4682B4,0
64,10.7661,0.654631,-0.0512874,-0.0512874,0.621978,0.541862,0.541862,0.624305,0.506876,0.506876,0.654631,0.0568872,0.0568872,0,All,#4682B4,0
64,11.12,0.654631,-0.0681157,-0.0681157,0.621978,0.611407,0.611407,0.624305,0.576421,0.576421,0.654631,-0.0184779,-0.0184779,0,All,#4682B4,0
64,11.4739,0.654631,-1.00365,-1.00365,0.621978,-0.748609,-0.748609,0.624305,-0.783595,-0.783595,0.654631,-0.93661,-0.93661,0,All,#4682B4,0
64,11.8278,0.654631,0.528843,0.528843,0.621978,1.39008,1.39008,0.624305,1.35509,1.35509,0.654631,0.511507,0.511507,0,All,#4682B4,0
64,12.1817,0.654631,-0.18873,-0.18873,0.621978,0.370983,0.370983,0.624305,0.335997,0.335997,0.654631,-0.206325,-0.206325,0,All,#4682B4,0
64,12.5356,0.654631,-0.2201,-0.2201,0.621978,0.308037,0.308037,0.624305,0.273051,0.273051,0.654631,-0.251806,-0.251806,0,All,#4682B4,0
64,12.8895,0.654631,-1.1039,-1.1039,0.621978,-0.849908,-0.849908,0.624305,-0.884894,-0.884894,0.654631,-1.03283,-1.03283,0,All,#4682B4,0
64,13.2434,0.654631,0.238372,0.238372,0.621978,0.985688,0.985688,0.624305,0.950703,0.950703,0.654631,0.281613,0.281613,0,All,#4682B4,0
64,13.5973,0.654631,0.258596,0.258596,0.621978,0.985216,0.985216,0.624305,0.95023,0.95023,0.654631,0.275504,0.275504,0,All,#4682B4,0
64,13.9512,0.654631,-0.535884,-0.535884,0.621978,-0.126923,-0.126923,0.624305,-0.161909,-0.161909,0.654631,-0.592122,-0.592122,0,All,#4682B4,0
64,14.3051,0.654631,-1.05436,-1.05436,0.621978,-0.903297,-0.903297,0.624305,-0.938283,-0.938283,0.654631,-0.993482,-0.993482,0,All,#4682B4,0
64,14.659,0.654631,-0.387117,-0.387117,0.621978,0.111199,0.111199,0.624305,0.0762129,0.0762129,0.654631,-0.379226,-0.379226,0,All,#4682B4,0
64,15.0129,0.654631,-0.566323,-0.566323,0.621978,-0.190734,-0.190734,0.624305,-0.22572,-0.22572,0.654631,-0.515188,-0.515188,0,All,#4682B4,0
64,15.3668,0.654631,-0.771964,-0.771964,0.621978,-0.364378,-0.364378,0.624305,-0.399364,-0.399364,0.654631,-0.791841,-0.791841,0,All,#4682B4,0
