rep,ID,time,prediction_iwRes,iwRes_simulated,iwRes_simulated_simBlq,censored,split,color,filter
5,64,2.1234,0.623329,0.527901,0.527901,0,All,#4682B4,0
6,64,2.1234,0.627034,0.472189,0.472189,0,All,#4682B4,0
7,64,2.1234,0.622735,0.536835,0.536835,0,All,#4682B4,0
8,64,2.1234,0.628656,0.447804,0.447804,0,All,#4682B4,0
1,64,2.4773,0.613522,0.0894175,0.0894175,0,All,#4682B4,0
2,64,2.4773,0.622102,-0.0395809,-0.0395809,0,All,#4682B4,0
3,64,2.4773,0.623174,-0.055695,-0.055695,0,All,#4682B4,0
4,64,2.4773,0.631075,-0.17449,-0.17449,0,All,#4682B4,0
5,64,2.4773,0.62333,-0.0580499,-0.0580499,0,All,#4682B4,0
6,64,2.4773,0.627036,-0.113762,-0.113762,0,All,#4682B4,0
7,64,2.4773,0.62274,-0.0491746,-0.0491746,0,All,#4682B4,0
8,64,2.4773,0.628657,-0.138142,-0.138142,0,All,#4682B4,0
1,64,2.8312,0.613522,1.22024,1.22024,0,All,#4682B4,0
2,64,2.8312,0.622104,1.09122,1.09122,0,All,#4682B4,0
3,64,2.8312,0.623174,1.07512,1.07512,0,All,#4682B4,0
4,64,2.8312,0.631075,0.956332,0.956332,0,All,#4682B4,0
5,64,2.8312,0.623331,1.07277,1.07277,0,All,#4682B4,0
6,64,2.8312,0.627036,1.01706,1.01706,0,All,#4682B4,0
7,64,2.8312,0.622741,1.08164,1.08164,0,All,#4682B4,0
8,64,2.8312,0.628658,0.992681,0.992681,0,All,#4682B4,0
1,64,3.185,0.613522,-1.51497,-1.51497,0,All,#4682B4,0
2,64,3.185,0.622104,-1.64399,-1.64399,0,All,#4682B4,0
3,64,3.185,0.623174,-1.66009,-1.66009,0,All,#4682B4,0
4,64,3.185,0.631075,-1.77888,-1.77888,0,All,#4682B4,0
5,64,3.185,0.623331,-1.66244,-1.66244,0,All,#4682B4,0
6,64,3.185,0.627036,-1.71815,-1.71815,0,All,#4682B4,0
7,64,3.185,0.622741,-1.65358,-1.65358,0,All,#4682B4,0
8,64,3.185,0.628658,-1.74253,-1.74253,0,All,#4682B4,0
1,64,3.6882,0.613522,0.0211056,0.0211056,0,All,#4682B4,0
2,64,3.6882,0.622104,-0.107922,-0.107922,0,All,#4682B4,0
3,64,3.6882,0.623174,-0.124015,-0.124015,0,All,#4682B4,0
4,64,3.6882,0.631075,-0.242806,-0.242806,0,All,#4682B4,0
5,64,3.6882,0.623331,-0.126365,-0.126365,0,All,#4682B4,0
6,64,3.6882,0.627036,-0.182077,-0.182077,0,All,#4682B4,0
7,64,3.6882,0.622741,-0.117504,-0.117504,0,All,#4682B4,0
8,64,3.6882,0.628658,-0.206456,-0.206456,0,All,#4682B4,0
1,64,4.0421,0.613522,0.501253,0.501253,0,All,#4682B4,0
2,64,4.0421,0.622104,0.372225,0.372225,0,All,#4682B4,0
3,64,4.0421,0.623174,0.356132,0.356132,0,All,#4682B4,0
4,64,4.0421,0.631075,0.237341,0.237341,0,All,#4682B4,0
5,64,4.0421,0.623331,0.353783,0.353783,0,All,#4682B4,0
6,64,4.0421,0.627036,0.298071,0.298071,0,All,#4682B4,0
7,64,4.0421,0.622741,0.362644,0.362644,0,All,#4682B4,0
8,64,4.0421,0.628658,0.273691,0.273691,0,All,#4682B4,0
1,64,4.396,0.613522,-0.557281,-0.557281,0,All,#4682B4,0
2,64,4.396,0.622104,-0.686309,-0.686309,0,All,#4682B4,0
3,64,4.396,0.623174,-0.702402,-0.702402,0,All,#4682B4,0
4,64,4.396,0.631075,-0.821193,-0.821193,0,All,#4682B4,0
5,64,4.396,0.623331,-0.704752,-0.704752,0,All,#4682B4,0
6,64,4.396,0.627036,-0.760463,-0.760463,0,All,#4682B4,0
7,64,4.396,0.622741,-0.69589,-0.69589,0,All,#4682B4,0
8,64,4.396,0.628658,-0.784843,-0.784843,0,All,#4682B4,0
1,64,4.7499,0.613522,0.05966,0.05966,0,All,#4682B4,0
2,64,4.7499,0.622104,-0.0693677,-0.0693677,0,All,#4682B4,0
3,64,4.7499,0.623174,-0.0854608,-0.0854608,0,All,#4682B4,0
4,64,4.7499,0.631075,-0.204252,-0.204252,0,All,#4682B4,0
5,64,4.7499,0.623331,-0.0878103,-0.0878103,0,All,#4682B4,0
6,64,4.7499,0.627036,-0.143522,-0.143522,0,All,#4682B4,0
7,64,4.7499,0.622741,-0.0789493,-0.0789493,0,All,#4682B4,0
8,64,4.7499,0.628658,-0.167901,-0.167901,0,All,#4682B4,0
1,64,5.1038,0.613522,-1.49608,-1.49608,0,All,#4682B4,0
2,64,5.1038,0.622104,-1.62511,-1.62511,0,All,#4682B4,0
3,64,5.1038,0.623174,-1.6412,-1.6412,0,All,#4682B4,0
4,64,5.1038,0.631075,-1.75999,-1.75999,0,All,#4682B4,0
5,64,5.1038,0.623331,-1.64355,-1.64355,0,All,#4682B4,0
6,64,5.1038,0.627036,-1.69926,-1.69926,0,All,#4682B4,0
7,64,5.1038,0.622741,-1.63469,-1.63469,0,All,#4682B4,0
8,64,5.1038,0.628658,-1.72364,-1.72364,0,All,#4682B4,0
1,64,5.4577,0.613522,-0.0769515,-0.0769515,0,All,#4682B4,0
2,64,5.4577,0.622104,-0.205979,-0.205979,0,All,#4682B4,0
3,64,5.4577,0.623174,-0.222072,-0.222072,0,All,#4682B4,0
4,64,5.4577,0.631075,-0.340863,-0.340863,0,All,#4682B4,0
5,64,5.4577,0.623331,-0.224422,-0.224422,0,All,#4682B4,0
6,64,5.4577,0.627036,-0.280134,-0.280134,0,All,#4682B4,0
7,64,5.4577,0.622741,-0.215561,-0.215561,0,All,#4682B4,0
8,64,5.4577,0.628658,-0.304513,-0.304513,0,All,#4682B4,0
1,64,5.8116,0.613522,0.63553,0.63553,0,All,#4682B4,0
2,64,5.8116,0.622104,0.506503,0.506503,0,All,#4682B4,0
3,64,5.8116,0.623174,0.49041,0.49041,0,All,#4682B4,0
4,64,5.8116,0.631075,0.371619,0.371619,0,All,#4682B4,0
5,64,5.8116,0.623331,0.48806,0.48806,0,All,#4682B4,0
6,64,5.8116,0.627036,0.432348,0.432348,0,All,#4682B4,0
7,64,5.8116,0.622741,0.496921,0.496921,0,All,#4682B4,0
8,64,5.8116,0.628658,0.407969,0.407969,0,All,#4682B4,0
1,64,6.1655,0.613522,-0.367976,-0.367976,0,All,#4682B4,0
2,64,6.1655,0.622104,-0.497004,-0.497004,0,All,#4682B4,0
3,64,6.1655,0.623174,-0.513097,-0.513097,0,All,#4682B4,0
4,64,6.1655,0.631075,-0.631888,-0.631888,0,All,#4682B4,0
5,64,6.1655,0.623331,-0.515447,-0.515447,0,All,#4682B4,0
6,64,6.1655,0.627036,-0.571159,-0.571159,0,All,#4682B4,0
7,64,6.1655,0.622741,-0.506586,-0.506586,0,All,#4682B4,0
8,64,6.1655,0.628658,-0.595538,-0.595538,0,All,#4682B4,0
1,64,6.5194,0.613522,1.74943,1.74943,0,All,#4682B4,0
2,64,6.5194,0.622104,1.6204,1.6204,0,All,#4682B4,0
3,64,6.5194,0.623174,1.60431,1.60431,0,All,#4682B4,0
4,64,6.5194,0.631075,1.48551,1.48551,0,All,#4682B4,0
5,64,6.5194,0.623331,1.60196,1.60196,0,All,#4682B4,0
6,64,6.5194,0.627036,1.54624,1.54624,0,All,#4682B4,0
7,64,6.5194,0.622741,1.61082,1.61082,0,All,#4682B4,0
8,64,6.5194,0.628658,1.52186,1.52186,0,All,#4682B4,0
1,64,6.8733,0.613522,-0.245327,-0.245327,0,All,#4682B4,0
2,64,6.8733,0.622104,-0.374355,-0.374355,0,All,#4682B4,0
3,64,6.8733,0.623174,-0.390448,-0.390448,0,All,#4682B4,0
4,64,6.8733,0.631075,-0.509239,-0.509239,0,All,#4682B4,0
5,64,6.8733,0.623331,-0.392797,-0.392797,0,All,#4682B4,0
6,64,6.8733,0.627036,-0.448509,-0.448509,0,All,#4682B4,0
7,64,6.8733,0.622741,-0.383936,-0.383936,0,All,#4682B4,0
8,64,6.8733,0.628658,-0.472889,-0.472889,0,All,#4682B4,0
1,64,7.2272,0.613522,1.87787,1.87787,0,All,#4682B4,0
2,64,7.2272,0.622104,1.74884,1.74884,0,All,#4682B4,0
3,64,7.2272,0.623174,1.73275,1.73275,0,All,#4682B4,0
4,64,7.2272,0.631075,1.61396,1.61396,0,All,#4682B4,0
5,64,7.2272,0.623331,1.7304,1.7304,0,All,#4682B4,0
6,64,7.2272,0.627036,1.67469,1.67469,0,All,#4682B4,0
7,64,7.2272,0.622741,1.73926,1.73926,0,All,#4682B4,0
8,64,7.2272,0.628658,1.65031,1.65031,0,All,#4682B4,0
1,64,7.5811,0.613522,1.05197,1.05197,0,All,#4682B4,0
2,64,7.5811,0.622104,0.922943,0.922943,0,All,#4682B4,0
3,64,7.5811,0.623174,0.90685,0.90685,0,All,#4682B4,0
4,64,7.5811,0.631075,0.78806,0.78806,0,All,#4682B4,0
5,64,7.5811,0.623331,0.904501,0.904501,0,All,#4682B4,0
6,64,7.5811,0.627036,0.848789,0.848789,0,All,#4682B4,0
7,64,7.5811,0.622741,0.913362,0.913362,0,All,#4682B4,0
8,64,7.5811,0.628658,0.82441,0.82441,0,All,#4682B4,0
1,64,7.935,0.613522,1.41429,1.41429,0,All,#4682B4,0
2,64,7.935,0.622104,1.28526,1.28526,0,All,#4682B4,0
3,64,7.935,0.623174,1.26917,1.26917,0,All,#4682B4,0
4,64,7.935,0.631075,1.15038,1.15038,0,All,#4682B4,0
5,64,7.935,0.623331,1.26682,1.26682,0,All,#4682B4,0
6,64,7.935,0.627036,1.21111,1.21111,0,All,#4682B4,0
7,64,7.935,0.622741,1.27568,1.27568,0,All,#4682B4,0
8,64,7.935,0.628658,1.18673,1.18673,0,All,#4682B4,0
1,64,8.2889,0.613522,1.26358,1.26358,0,All,#4682B4,0
2,64,8.2889,0.622104,1.13455,1.13455,0,All,#4682B4,0
3,64,8.2889,0.623174,1.11845,1.11845,0,All,#4682B4,0
4,64,8.2889,0.631075,0.999664,0.999664,0,All,#4682B4,0
5,64,8.2889,0.623331,1.11611,1.11611,0,All,#4682B4,0
6,64,8.2889,0.627036,1.06039,1.06039,0,All,#4682B4,0
7,64,8.2889,0.622741,1.12497,1.12497,0,All,#4682B4,0
8,64,8.2889,0.628658,1.03601,1.03601,0,All,#4682B4,0
1,64,8.6428,0.613522,0.258124,0.258124,0,All,#4682B4,0
2,64,8.6428,0.622104,0.129097,0.129097,0,All,#4682B4,0
3,64,8.6428,0.623174,0.113004,0.113004,0,All,#4682B4,0
4,64,8.6428,0.631075,-0.00578724,-0.00578724,0,All,#4682B4,0
5,64,8.6428,0.623331,0.110654,0.110654,0,All,#4682B4,0
6,64,8.6428,0.627036,0.054942,0.054942,0,All,#4682B4,0
7,64,8.6428,0.622741,0.119515,0.119515,0,All,#4682B4,0
8,64,8.6428,0.628658,0.0305628,0.0305628,0,All,#4682B4,0
1,64,8.9967,0.613522,0.323115,0.323115,0,All,#4682B4,0
2,64,8.9967,0.622104,0.194087,0.194087,0,All,#4682B4,0
3,64,8.9967,0.623174,0.177994,0.177994,0,All,#4682B4,0
4,64,8.9967,0.631075,0.0592031,0.0592031,0,All,#4682B4,0
5,64,8.9967,0.623331,0.175644,0.175644,0,All,#4682B4,0
6,64,8.9967,0.627036,0.119932,0.119932,0,All,#4682B4,0
7,64,8.9967,0.622741,0.184505,0.184505,0,All,#4682B4,0
8,64,8.9967,0.628658,0.0955531,0.0955531,0,All,#4682B4,0
1,64,9.3506,0.613522,0.745416,0.745416,0,All,#4682B4,0
2,64,9.3506,0.622104,0.616388,0.616388,0,All,#4682B4,0
3,64,9.3506,0.623174,0.600295,0.600295,0,All,#4682B4,0
4,64,9.3506,0.631075,0.481504,0.481504,0,All,#4682B4,0
5,64,9.3506,0.623331,0.597945,0.597945,0,All,#4682B4,0
6,64,9.3506,0.627036,0.542233,0.542233,0,All,#4682B4,0
7,64,9.3506,0.622741,0.606806,0.606806,0,All,#4682B4,0
8,64,9.3506,0.628658,0.517854,0.517854,0,All,#4682B4,0
1,64,9.7044,0.613522,0.901602,0.901602,0,All,#4682B4,0
2,64,9.7044,0.622104,0.772574,0.772574,0,All,#4682B4,0
3,64,9.7044,0.623174,0.756481,0.756481,0,All,#4682B4,0
4,64,9.7044,0.631075,0.63769,0.63769,0,All,#4682B4,0
5,64,9.7044,0.623331,0.754131,0.754131,0,All,#4682B4,0
6,64,9.7044,0.627036,0.698419,0.698419,0,All,#4682B4,0
7,64,9.7044,0.622741,0.762992,0.762992,0,All,#4682B4,0
8,64,9.7044,0.628658,0.67404,0.67404,0,All,#4682B4,0
1,64,10.0583,0.613522,0.335477,0.335477,0,All,#4682B4,0
2,64,10.0583,0.622104,0.20645,0.20645,0,All,#4682B4,0
3,64,10.0583,0.623174,0.190357,0.190357,0,All,#4682B4,0
4,64,10.0583,0.631075,0.0715659,0.0715659,0,All,#4682B4,0
5,64,10.0583,0.623331,0.188007,0.188007,0,All,#4682B4,0
6,64,10.0583,0.627036,0.132295,0.132295,0,All,#4682B4,0
7,64,10.0583,0.622741,0.196868,0.196868,0,All,#4682B4,0
8,64,10.0583,0.628658,0.107916,0.107916,0,All,#4682B4,0
1,64,10.4122,0.613522,0.251039,0.251039,0,All,#4682B4,0
2,64,10.4122,0.622104,0.122011,0.122011,0,All,#4682B4,0
3,64,10.4122,0.623174,0.105918,0.105918,0,All,#4682B4,0
4,64,10.4122,0.631075,-0.0128728,-0.0128728,0,All,#4682B4,0
5,64,10.4122,0.623331,0.103568,0.103568,0,All,#4682B4,0
6,64,10.4122,0.627036,0.0478565,0.0478565,0,All,#4682B4,0
7,64,10.4122,0.622741,0.112429,0.112429,0,All,#4682B4,0
8,64,10.4122,0.628658,0.0234773,0.0234773,0,All,#4682B4,0
1,64,10.7661,0.613522,0.668997,0.668997,0,All,#4682B4,0
2,64,10.7661,0.622104,0.539969,0.539969,0,All,#4682B4,0
3,64,10.7661,0.623174,0.523876,0.523876,0,All,#4682B4,0
4,64,10.7661,0.631075,0.405085,0.405085,0,All,#4682B4,0
5,64,10.7661,0.623331,0.521526,0.521526,0,All,#4682B4,0
6,64,10.7661,0.627036,0.465815,0.465815,0,All,#4682B4,0
7,64,10.7661,0.622741,0.530388,0.530388,0,All,#4682B4,0
8,64,10.7661,0.628658,0.441435,0.441435,0,All,#4682B4,0
1,64,11.12,0.613522,0.738542,0.738542,0,All,#4682B4,0
2,64,11.12,0.622104,0.609514,0.609514,0,All,#4682B4,0
3,64,11.12,0.623174,0.593421,0.593421,0,All,#4682B4,0
4,64,11.12,0.631075,0.474631,0.474631,0,All,#4682B4,0
5,64,11.12,0.623331,0.591072,0.591072,0,All,#4682B4,0
6,64,11.12,0.627036,0.53536,0.53536,0,All,#4682B4,0
7,64,11.12,0.622741,0.599933,0.599933,0,All,#4682B4,0
8,64,11.12,0.628658,0.510981,0.510981,0,All,#4682B4,0
1,64,11.4739,0.613522,-0.621474,-0.621474,0,All,#4682B4,0
2,64,11.4739,0.622104,-0.750502,-0.750502,0,All,#4682B4,0
3,64,11.4739,0.623174,-0.766595,-0.766595,0,All,#4682B4,0
4,64,11.4739,0.631075,-0.885386,-0.885386,0,All,#4682B4,0
5,64,11.4739,0.623331,-0.768945,-0.768945,0,All,#4682B4,0
6,64,11.4739,0.627036,-0.824656,-0.824656,0,All,#4682B4,0
7,64,11.4739,0.622741,-0.760083,-0.760083,0,All,#4682B4,0
8,64,11.4739,0.628658,-0.849036,-0.849036,0,All,#4682B4,0
1,64,11.8278,0.613522,1.51721,1.51721,0,All,#4682B4,0
2,64,11.8278,0.622104,1.38818,1.38818,0,All,#4682B4,0
3,64,11.8278,0.623174,1.37209,1.37209,0,All,#4682B4,0
4,64,11.8278,0.631075,1.2533,1.2533,0,All,#4682B4,0
5,64,11.8278,0.623331,1.36974,1.36974,0,All,#4682B4,0
6,64,11.8278,0.627036,1.31403,1.31403,0,All,#4682B4,0
7,64,11.8278,0.622741,1.3786,1.3786,0,All,#4682B4,0
8,64,11.8278,0.628658,1.28965,1.28965,0,All,#4682B4,0
1,64,12.1817,0.613522,0.498118,0.498118,0,All,#4682B4,0
2,64,12.1817,0.622104,0.369091,0.369091,0,All,#4682B4,0
3,64,12.1817,0.623174,0.352998,0.352998,0,All,#4682B4,0
4,64,12.1817,0.631075,0.234207,0.234207,0,All,#4682B4,0
5,64,12.1817,0.623331,0.350648,0.350648,0,All,#4682B4,0
6,64,12.1817,0.627036,0.294936,0.294936,0,All,#4682B4,0
7,64,12.1817,0.622741,0.359509,0.359509,0,All,#4682B4,0
8,64,12.1817,0.628658,0.270557,0.270557,0,All,#4682B4,0
1,64,12.5356,0.613522,0.435172,0.435172,0,All,#4682B4,0
2,64,12.5356,0.622104,0.306145,0.306145,0,All,#4682B4,0
3,64,12.5356,0.623174,0.290051,0.290051,0,All,#4682B4,0
4,64,12.5356,0.631075,0.171261,0.171261,0,All,#4682B4,0
5,64,12.5356,0.623331,0.287702,0.287702,0,All,#4682B4,0
6,64,12.5356,0.627036,0.23199,0.23199,0,All,#4682B4,0
7,64,12.5356,0.622741,0.296563,0.296563,0,All,#4682B4,0
8,64,12.5356,0.628658,0.207611,0.207611,0,All,#4682B4,0
1,64,12.8895,0.613522,-0.722773,-0.722773,0,All,#4682B4,0
2,64,12.8895,0.622104,-0.851801,-0.851801,0,All,#4682B4,0
3,64,12.8895,0.623174,-0.867894,-0.867894,0,All,#4682B4,0
4,64,12.8895,0.631075,-0.986684,-0.986684,0,All,#4682B4,0
5,64,12.8895,0.623331,-0.870243,-0.870243,0,All,#4682B4,0
6,64,12.8895,0.627036,-0.925955,-0.925955,0,All,#4682B4,0
7,64,12.8895,0.622741,-0.861382,-0.861382,0,All,#4682B4,0
8,64,12.8895,0.628658,-0.950334,-0.950334,0,All,#4682B4,0
1,64,13.2434,0.613522,1.11282,1.11282,0,All,#4682B4,0
2,64,13.2434,0.622104,0.983796,0.983796,0,All,#4682B4,0
3,64,13.2434,0.623174,0.967703,0.967703,0,All,#4682B4,0
4,64,13.2434,0.631075,0.848912,0.848912,0,All,#4682B4,0
5,64,13.2434,0.623331,0.965353,0.965353,0,All,#4682B4,0
6,64,13.2434,0.627036,0.909641,0.909641,0,All,#4682B4,0
7,64,13.2434,0.622741,0.974214,0.974214,0,All,#4682B4,0
8,64,13.2434,0.628658,0.885262,0.885262,0,All,#4682B4,0
1,64,13.5973,0.613522,1.11235,1.11235,0,All,#4682B4,0
2,64,13.5973,0.622104,0.983323,0.983323,0,All,#4682B4,0
3,64,13.5973,0.623174,0.96723,0.96723,0,All,#4682B4,0
4,64,13.5973,0.631075,0.84844,0.84844,0,All,#4682B4,0
5,64,13.5973,0.623331,0.964881,0.964881,0,All,#4682B4,0
6,64,13.5973,0.627036,0.909169,0.909169,0,All,#4682B4,0
7,64,13.5973,0.622741,0.973742,0.973742,0,All,#4682B4,0
8,64,13.5973,0.628658,0.88479,0.88479,0,All,#4682B4,0
1,64,13.9512,0.613522,0.000212504,0.000212504,0,All,#4682B4,0
2,64,13.9512,0.622104,-0.128815,-0.128815,0,All,#4682B4,0
3,64,13.9512,0.623174,-0.144908,-0.144908,0,All,#4682B4,0
4,64,13.9512,0.631075,-0.263699,-0.263699,0,All,#4682B4,0
5,64,13.9512,0.623331,-0.147258,-0.147258,0,All,#4682B4,0
6,64,13.9512,0.627036,-0.20297,-0.20297,0,All,#4682B4,0
7,64,13.9512,0.622741,-0.138397,-0.138397,0,All,#4682B4,0
8,64,13.9512,0.628658,-0.227349,-0.227349,0,All,#4682B4,0
1,64,14.3051,0.613522,-0.776162,-0.776162,0,All,#4682B4,0
2,64,14.3051,0.622104,-0.90519,-0.90519,0,All,#4682B4,0
3,64,14.3051,0.623174,-0.921283,-0.921283,0,All,#4682B4,0
4,64,14.3051,0.631075,-1.04007,-1.04007,0,All,#4682B4,0
5,64,14.3051,0.623331,-0.923632,-0.923632,0,All,#4682B4,0
6,64,14.3051,0.627036,-0.979344,-0.979344,0,All,#4682B4,0
7,64,14.3051,0.622741,-0.914771,-0.914771,0,All,#4682B4,0
8,64,14.3051,0.628658,-1.00372,-1.00372,0,All,#4682B4,0
1,64,14.659,0.613522,0.238334,0.238334,0,All,#4682B4,0
2,64,14.659,0.622104,0.109306,0.109306,0,All,#4682B4,0
3,64,14.659,0.623174,0.0932132,0.0932132,0,All,#4682B4,0
4,64,14.659,0.631075,-0.0255775,-0.0255775,0,All,#4682B4,0
5,64,14.659,0.623331,0.0908636,0.0908636,0,All,#4682B4,0
6,64,14.659,0.627036,0.0351517,0.0351517,0,All,#4682B4,0
7,64,14.659,0.622741,0.0997247,0.0997247,0,All,#4682B4,0
8,64,14.659,0.628658,0.0107725,0.0107725,0,All,#4682B4,0
1,64,15.0129,0.613522,-0.063599,-0.063599,0,All,#4682B4,0
2,64,15.0129,0.622104,-0.192627,-0.192627,0,All,#4682B4,0
3,64,15.0129,0.623174,-0.20872,-0.20872,0,All,#4682B4,0
4,64,15.0129,0.631075,-0.327511,-0.327511,0,All,#4682B4,0
5,64,15.0129,0.623331,-0.211069,-0.211069,0,All,#4682B4,0
6,64,15.0129,0.627036,-0.266781,-0.266781,0,All,#4682B4,0
7,64,15.0129,0.622741,-0.202208,-0.202208,0,All,#4682B4,0
8,64,15.0129,0.628658,-0.291161,-0.291161,0,All,#4682B4,0
1,64,15.3668,0.613522,-0.237242,-0.237242,0,All,#4682B4,0
2,64,15.3668,0.622104,-0.36627,-0.36627,0,All,#4682B4,0
3,64,15.3668,0.623174,-0.382363,-0.382363,0,All,#4682B4,0
4,64,15.3668,0.631075,-0.501154,-0.501154,0,All,#4682B4,0
5,64,15.3668,0.623331,-0.384713,-0.384713,0,All,#4682B4,0
6,64,15.3668,0.627036,-0.440425,-0.440425,0,All,#4682B4,0
7,64,15.3668,0.622741,-0.375852,-0.375852,0,All,#4682B4,0
8,64,15.3668,0.628658,-0.464804,-0.464804,0,All,#4682B4,0
1,64,15.7207,0.613522,0.328662,0.328662,0,All,#4682B4,0
2,64,15.7207,0.622104,0.199634,0.199634,0,All,#4682B4,0
3,64,15.7207,0.623174,0.183541,0.183541,0,All,#4682B4,0
4,64,15.7207,0.631075,0.0647506,0.0647506,0,All,#4682B4,0
5,64,15.7207,0.623331,0.181192,0.181192,0,All,#4682B4,0
6,64,15.7207,0.627036,0.12548,0.12548,0,All,#4682B4,0
7,64,15.7207,0.622741,0.190053,0.190053,0,All,#4682B4,0
8,64,15.7207,0.628658,0.101101,0.101101,0,All,#4682B4,0
1,64,16.0745,0.613522,-0.230584,-0.230584,0,All,#4682B4,0
2,64,16.0745,0.622104,-0.359611,-0.359611,0,All,#4682B4,0
3,64,16.0745,0.623174,-0.375704,-0.375704,0,All,#4682B4,0
4,64,16.0745,0.631075,-0.494495,-0.494495,0,All,#4682B4,0
5,64,16.0745,0.623331,-0.378054,-0.378054,0,All,#4682B4,0
6,64,16.0745,0.627036,-0.433766,-0.433766,0,All,#4682B4,0
7,64,16.0745,0.622741,-0.369193,-0.369193,0,All,#4682B4,0
8,64,16.0745,0.628658,-0.458145,-0.458145,0,All,#4682B4,0
1,64,16.4284,0.613522,-0.300588,-0.300588,0,All,#4682B4,0
2,64,16.4284,0.622104,-0.429616,-0.429616,0,All,#4682B4,0
3,64,16.4284,0.623174,-0.445709,-0.445709,0,All,#4682B4,0
4,64,16.4284,0.631075,-0.5645,-0.5645,0,All,#4682B4,0
5,64,16.4284,0.623331,-0.448059,-0.448059,0,All,#4682B4,0
6,64,16.4284,0.627036,-0.503771,-0.503771,0,All,#4682B4,0
7,64,16.4284,0.622741,-0.439198,-0.439198,0,All,#4682B4,0
8,64,16.4284,0.628658,-0.52815,-0.52815,0,All,#4682B4,0
1,64,16.7823,0.613522,0.303909,0.303909,0,All,#4682B4,0
