rep,id,eta_A1,eta_tau1,eta_A2,eta_p
8,85,0.22784139010532,-0.242041883933085,-0.158877256894236,3.06342852120203
9,85,0.258441259670772,-0.379634967769916,-0.199502611214285,-1.69374231198851
10,85,0.23866516738874,0.332229910998397,-0.176238221760642,3.23830088422887
1,86,-0.149065960854534,0.0975018657483607,0.102179626013368,-1.77941794410224
2,86,-0.0877534678945472,0.165202632028254,0.0659232718347544,0.578990717116594
3,86,-0.0861823987546686,0.269096647809838,0.0619104932138179,0.319674193608035
4,86,-0.0767292078340236,0.238488505141522,0.057764354149326,-5.31733016834723
5,86,-0.109333574049799,0.158906702055914,0.0809268996784275,1.1226412455032
6,86,-0.0861753792747739,0.592888223187133,0.0659078642747902,1.71220159914419
7,86,-0.116229233303889,0.372563156781457,0.0863418836536399,4.59802848555993
8,86,-0.120461966155008,0.219459475034877,0.0893278422003997,0.236322608057627
9,86,-0.0949918371900616,0.00480691012352923,0.0846124653046179,9.29712030662907
10,86,-0.11699386877869,0.437843326116561,0.0872074068729833,3.00181250137604
1,87,0.242476919653346,-0.592400285182964,-0.174397535225391,-1.67640013039426
2,87,0.245265060081389,-0.270296726466889,-0.182239163131239,1.70009435975622
3,87,0.236271803145365,-0.391429668780396,-0.182876353401061,-3.20992467345232
4,87,0.249566392016169,-0.685478890675093,-0.18174712236298,5.71855755713491
5,87,0.245730831753432,-0.174023811764945,-0.180902418291705,2.46225065446752
6,87,0.262485733505619,-0.371851598621323,-0.189176374890851,0.663908679253296
7,87,0.259882194807102,-0.642236387373994,-0.194827664061009,-6.16310622185765
8,87,0.244948841034618,-0.441284857375417,-0.188485389635122,-4.12456517753435
9,87,0.245551429697959,-0.294249167561222,-0.175738481726681,-2.83367897138211
10,87,0.238825099282344,-0.702243966263483,-0.173537509316973,3.54007437030637
1,88,0.132258276003703,0.276807267713812,-0.093516581840634,4.60107740461192
2,88,0.118821316916181,-0.175764693830826,-0.0893364129854141,3.37554062968291
3,88,0.135570772616026,-0.180331810935813,-0.103517967545906,-7.15407826973678
4,88,0.0947807348464872,0.0400723783176926,-0.0757022604388092,2.11233268655047
5,88,0.0974650905780881,0.354235544122874,-0.0634999344532165,5.39652168287974
6,88,0.098687715771056,-0.0688784709562331,-0.0674680000090576,-1.34591400533148
7,88,0.123306724655826,0.167243073640954,-0.0894930032119265,-3.73999984051544
8,88,0.117903460957732,0.085562452630217,-0.0888821659532495,2.28454097153067
9,88,-0.193987765866384,0.0432747093225513,0.138454420660755,-8.16768544171827
10,88,0.111041673902565,-0.18013080904088,-0.0876638927889841,0.430637638903264
1,89,0.17929476047287,-0.0854657315708298,-0.132980358533428,1.35749028306086
2,89,0.191060620077973,-0.566280644013915,-0.150533093322119,-5.17277169220988
3,89,0.180131836336571,0.0639585108702351,-0.133694008200662,6.14866867836338
4,89,0.167116053592421,0.146633396964044,-0.11534959728843,-3.44996187473222
5,89,0.182172535285678,0.104831655507106,-0.129647440372438,-2.01043741175739
6,89,0.172658954243359,0.178086817433227,-0.119045304829191,-6.75505710173964
7,89,0.181278786292136,0.0994384137070623,-0.129986152426662,3.70857796845989
8,89,0.149837898128785,0.168315400281232,-0.110071158552984,-3.40012129794707
9,89,0.177483664970694,-0.148267313551175,-0.120096639446453,1.55585968851921
10,89,0.183429439435851,-0.428383858415609,-0.134526734157441,4.00398262943947
1,90,-0.0239394714426849,-0.165332035167652,0.0136186471397792,4.69306549649924
2,90,-0.0442219018772765,0.0116711032618233,0.0283892814274901,3.47238678980675
3,90,-0.0445877179421117,-0.0830818964619845,0.0297483658737171,-2.09604976208444
4,90,-0.0351070739260799,-0.00774826000306584,0.0283538469333657,2.65718304263155
5,90,-0.0252396015476372,0.0513430468146831,0.0147718991173687,-0.375509572944536
6,90,-0.0393020801940128,0.21283733726182,0.0338565057034575,-3.87240482917273
7,90,-0.056224849520751,0.103924511402771,0.0389274368618569,-2.95720554806687
8,90,-0.0065111373149405,0.246365484143191,-0.00307925737087975,4.93870169590677
9,90,-0.0197179241656847,0.0726002009539937,0.0119150697028199,0.252811802917938
10,90,-0.0247089677370639,-0.216201579026722,0.0215073887775875,4.9356991723194
1,91,-0.287995801364123,0.262857027737566,0.205062204011165,-8.66079274118128
2,91,0.236313712009474,0.00998446915542217,-0.170648405018528,-3.0945229389513
3,91,-0.240417711657382,0.436415101500604,0.170817293539854,-8.70024285770607
4,91,0.248067363906252,0.123841918153419,-0.177185096676566,-0.633178090996771
5,91,0.231169611447826,0.310777671152576,-0.164529029700155,0.302615824277928
6,91,0.241584870610368,0.0796087646344973,-0.169724539128581,0.735740990117719
7,91,0.249822611500822,0.0265270951135752,-0.196180121093386,5.48535032497981
8,91,0.254882605415423,0.185820073463379,-0.188925242645226,-1.39401460757079
9,91,0.25815587613832,0.204497572448073,-0.184223478852771,-1.80741450131819
10,91,0.284203533192058,0.481500469333198,-0.209001706403908,-2.48706913044699
1,92,0.0341107421062311,0.461262865800957,-0.024279783458896,0.0482848810112653
2,92,0.016881638326562,-0.195960120045368,-0.0220714122378777,-2.54871719959208
3,92,0.0176201677604312,-0.120860603142386,-0.0178311683592429,0.513368849640255
4,92,0.0197649296232332,0.0294262846304781,-0.020976610233475,-5.32846734978389
5,92,0.0174392052461043,0.582659649822209,-0.000433545880511637,-0.929988757526143
6,92,-0.00579292653862626,0.299552448930537,-0.00262974615072145,-5.59818926542511
7,92,0.0293613272532572,-0.230790163275806,-0.0273650334834512,0.093992559706535
8,92,-0.044318259071103,0.216039522820721,0.0373205045310125,-7.17850922477735
9,92,0.01885411424441,-0.120506533765762,-0.0133763244682143,0.28813414987696
10,92,0.0182656837340671,0.132996255739631,-0.0172842659779881,2.02805659227053
