A1_vs_A2_abscissa,A1_vs_A2_spline,A1_vs_A2_regression,A1_vs_I0_abscissa,A1_vs_I0_spline,A1_vs_I0_regression,A1_vs_tau1_abscissa,A1_vs_tau1_spline,A1_vs_tau1_regression,A1_vs_tau2_abscissa,A1_vs_tau2_spline,A1_vs_tau2_regression,A2_vs_A1_abscissa,A2_vs_A1_spline,A2_vs_A1_regression,A2_vs_I0_abscissa,A2_vs_I0_spline,A2_vs_I0_regression,A2_vs_tau1_abscissa,A2_vs_tau1_spline,A2_vs_tau1_regression,A2_vs_tau2_abscissa,A2_vs_tau2_spline,A2_vs_tau2_regression,I0_vs_A1_abscissa,I0_vs_A1_spline,I0_vs_A1_regression,I0_vs_A2_abscissa,I0_vs_A2_spline,I0_vs_A2_regression,I0_vs_tau1_abscissa,I0_vs_tau1_spline,I0_vs_tau1_regression,I0_vs_tau2_abscissa,I0_vs_tau2_spline,I0_vs_tau2_regression,tau1_vs_A1_abscissa,tau1_vs_A1_spline,tau1_vs_A1_regression,tau1_vs_A2_abscissa,tau1_vs_A2_spline,tau1_vs_A2_regression,tau1_vs_I0_abscissa,tau1_vs_I0_spline,tau1_vs_I0_regression,tau1_vs_tau2_abscissa,tau1_vs_tau2_spline,tau1_vs_tau2_regression,tau2_vs_A1_abscissa,tau2_vs_A1_spline,tau2_vs_A1_regression,tau2_vs_A2_abscissa,tau2_vs_A2_spline,tau2_vs_A2_regression,tau2_vs_I0_abscissa,tau2_vs_I0_spline,tau2_vs_I0_regression,tau2_vs_tau1_abscissa,tau2_vs_tau1_spline,tau2_vs_tau1_regression
0.283215,0.173609,0.152336,0.0787975,0.0166181,0.0257067,2.77938,-0.112178,-0.135741,3.2387,-0.186677,-0.205144,0.279185,0.116564,0.0765084,0.0787975,-0.0773634,-0.0322485,2.77938,-0.208085,-0.200652,3.2387,-0.24359,-0.228737,0.279185,-0.0124707,0.00870353,0.283215,-0.0240757,-0.00874904,2.77938,0.039892,0.00427796,3.2387,0.0392806,0.00255658,0.279185,-2.41428,-1.96761,0.283215,-3.87922,-3.74627,0.0787975,0.82651,0.248905,3.2387,3.43319,3.36979,0.279185,-2.68333,-2.32862,0.283215,-3.55716,-3.39239,0.0787975,0.612038,0.127048,2.77938,2.51486,2.5794
0.295849,0.186972,0.158242,0.0840856,0.0271178,0.0267005,2.93802,-0.107471,-0.144653,3.39161,-0.195475,-0.215682,0.292764,0.114793,0.0813363,0.0840856,-0.0602849,-0.0331673,2.93802,-0.224857,-0.211686,3.39161,-0.255207,-0.238965,0.292764,-0.0116452,0.00907666,0.295849,-0.021757,-0.00917101,2.93802,0.0368943,0.00445631,3.39161,0.0283425,0.00261593,0.292764,-2.43778,-2.07563,0.295849,-4.0748,-3.90986,0.0840856,0.58842,0.254662,3.39161,3.5953,3.52594,0.292764,-2.73908,-2.45165,0.295849,-3.74925,-3.53848,0.0840856,0.394111,0.128894,2.93802,2.62766,2.72983
0.308482,0.199349,0.164148,0.0893738,0.0344991,0.0276943,3.09666,-0.108766,-0.153565,3.54452,-0.205221,-0.226219,0.306342,0.112735,0.0861643,0.0893738,-0.0433594,-0.034086,3.09666,-0.23936,-0.222719,3.54452,-0.265919,-0.249193,0.306342,-0.0107213,0.00944978,0.308482,-0.0193273,-0.00959298,3.09666,0.0304669,0.00463467,3.54452,0.0155469,0.00267529,0.306342,-2.45808,-2.18365,0.308482,-4.26488,-4.07346,0.0893738,0.363683,0.26042,3.54452,3.75412,3.6821,0.306342,-2.79229,-2.57469,0.308482,-3.93421,-3.68457,0.0893738,0.19531,0.13074,3.09666,2.75703,2.88026
0.321116,0.209285,0.170054,0.0946619,0.0389934,0.0286881,3.2553,-0.11512,-0.162477,3.69744,-0.215406,-0.236757,0.319921,0.107011,0.0909922,0.0946619,-0.0278027,-0.0350047,3.2553,-0.251883,-0.233753,3.69744,-0.276217,-0.259421,0.319921,-0.00842994,0.00982291,0.321116,-0.0167067,-0.010015,3.2553,0.0224596,0.00481302,3.69744,0.00214731,0.00273464,0.319921,-2.4382,-2.29167,0.321116,-4.44156,-4.23706,0.0946619,0.16565,0.266177,3.69744,3.91141,3.83825,0.319921,-2.81362,-2.69773,0.321116,-4.10174,-3.83067,0.0946619,0.0256178,0.132586,3.2553,2.90039,3.03068
0.333749,0.217103,0.175961,0.09995,0.0340701,0.0296819,3.41394,-0.12715,-0.171389,3.85035,-0.226277,-0.247294,0.3335,0.100629,0.0958201,0.09995,-0.0180499,-0.0359234,3.41394,-0.262161,-0.244786,3.85035,-0.285886,-0.26965,0.3335,-0.00576893,0.010196,0.333749,-0.013989,-0.0104369,3.41394,0.0130037,0.00499137,3.85035,-0.0113161,0.002794,0.3335,-2.41223,-2.39968,0.333749,-4.60679,-4.40066,0.09995,0.0702576,0.271935,3.85035,4.06633,3.99441,0.3335,-2.83013,-2.82076,0.333749,-4.25427,-3.97676,0.09995,-0.0367723,0.134431,3.41394,3.05943,3.18111
0.346383,0.222581,0.181867,0.105238,0.0220795,0.0306757,3.57259,-0.142927,-0.180301,4.00326,-0.237928,-0.257832,0.347079,0.0950549,0.100648,0.105238,-0.0133952,-0.0368421,3.57259,-0.270929,-0.25582,4.00326,-0.294864,-0.279878,0.347079,-0.00315375,0.0105692,0.346383,-0.0112345,-0.0108589,3.57259,0.00289641,0.00516972,4.00326,-0.0238796,0.00285335,0.347079,-2.39741,-2.5077,0.346383,-4.75953,-4.56425,0.105238,0.0604076,0.277693,4.00326,4.21855,4.15056,0.347079,-2.85553,-2.9438,0.346383,-4.39037,-4.12285,0.105238,-0.0118721,0.136277,3.57259,3.22883,3.33153
0.359016,0.226662,0.187773,0.110526,0.0100529,0.0316695,3.73123,-0.162394,-0.189213,4.15617,-0.250117,-0.268369,0.360657,0.0927268,0.105476,0.110526,-0.00877365,-0.0377609,3.73123,-0.278121,-0.266854,4.15617,-0.303383,-0.290106,0.360657,-0.00126161,0.0109423,0.359016,-0.00851334,-0.0112809,3.73123,-0.00680822,0.00534807,4.15617,-0.0350141,0.0029127,0.360657,-2.42251,-2.61572,0.359016,-4.90494,-4.72785,0.110526,0.0510737,0.28345,4.15617,4.36891,4.30672,0.360657,-2.91267,-3.06683,0.359016,-4.51676,-4.26895,0.110526,0.0135367,0.138123,3.73123,3.40844,3.48196
0.37165,0.229402,0.193679,0.115814,-0.0089027,0.0326633,3.88987,-0.182696,-0.198125,4.30909,-0.263035,-0.278907,0.374236,0.0913591,0.110304,0.115814,-0.0112909,-0.0386796,3.88987,-0.284936,-0.277887,4.30909,-0.311311,-0.300334,0.374236,0.000406402,0.0113154,0.37165,-0.00583284,-0.0117028,3.88987,-0.0161969,0.00552642,4.30909,-0.0427459,0.00297206,0.374236,-2.45933,-2.72374,0.37165,-5.04332,-4.89145,0.115814,0.149642,0.289208,4.30909,4.51677,4.46287,0.374236,-2.97913,-3.18987,0.37165,-4.63385,-4.41504,0.115814,0.143612,0.139969,3.88987,3.59035,3.63239
0.384283,0.230441,0.199585,0.121103,-0.0290016,0.033657,4.04851,-0.202998,-0.207036,4.462,-0.276192,-0.289445,0.387815,0.0939065,0.115132,0.121103,-0.0172161,-0.0395983,4.04851,-0.291752,-0.288921,4.462,-0.319051,-0.310563,0.387815,0.00116194,0.0116885,0.384283,-0.00329881,-0.0121248,4.04851,-0.0255855,0.00570478,4.462,-0.0490981,0.00303141,0.387815,-2.54389,-2.83175,0.384283,-5.17301,-5.05504,0.121103,0.291037,0.294965,4.462,4.6638,4.61902,0.387815,-3.08356,-3.3129,0.384283,-4.7393,-4.56113,0.121103,0.310826,0.141814,4.04851,3.77227,3.78281
0.396917,0.230119,0.205491,0.126391,-0.0481865,0.0346508,4.20715,-0.222488,-0.215948,4.61491,-0.289998,-0.299982,0.401394,0.09733,0.11996,0.126391,-0.0261333,-0.040517,4.20715,-0.29861,-0.299954,4.61491,-0.326308,-0.320791,0.401394,0.00171354,0.0120617,0.396917,-0.000964266,-0.0125468,4.20715,-0.0315516,0.00588313,4.61491,-0.0506249,0.00309076,0.401394,-2.63914,-2.93977,0.396917,-5.29593,-5.21864,0.126391,0.462342,0.300723,4.61491,4.80862,4.77518,0.401394,-3.19648,-3.43594,0.396917,-4.8356,-4.70723,0.126391,0.499285,0.14366,4.20715,3.95194,3.93324
0.40955,0.228263,0.211397,0.131679,-0.0643291,0.0356446,4.36579,-0.241762,-0.22486,4.76783,-0.30454,-0.31052,0.414973,0.103255,0.124788,0.131679,-0.0374427,-0.0414358,4.36579,-0.305525,-0.310988,4.76783,-0.333078,-0.331019,0.414973,0.00168705,0.0124348,0.40955,0.000971193,-0.0129688,4.36579,-0.0371217,0.00606148,4.76783,-0.0464786,0.00315012,0.414973,-2.76487,-3.04779,0.40955,-5.41161,-5.38224,0.131679,0.648289,0.30648,4.76783,4.95091,4.93133,0.414973,-3.33364,-3.55898,0.40955,-4.9219,-4.85332,0.131679,0.691033,0.145506,4.36579,4.13102,4.08366
0.422184,0.226199,0.217303,0.136967,-0.0754301,0.0366384,4.52444,-0.257343,-0.233772,4.92074,-0.319231,-0.321057,0.428551,0.110078,0.129616,0.136967,-0.0505713,-0.0423545,4.52444,-0.313645,-0.322022,4.92074,-0.339752,-0.341248,0.428551,0.00145287,0.0128079,0.422184,0.00284382,-0.0133907,4.52444,-0.0387933,0.00623983,4.92074,-0.0412216,0.00320947,0.428551,-2.90155,-3.15581,0.422184,-5.52632,-5.54584,0.136967,0.834427,0.312238,4.92074,5.0927,5.08749,0.428551,-3.47951,-3.68201,0.422184,-5.00685,-4.99941,0.136967,0.869118,0.147352,4.52444,4.2999,4.23409
0.434817,0.222929,0.223209,0.142255,-0.0795013,0.0376322,4.68308,-0.268428,-0.242684,5.07365,-0.333921,-0.331595,0.44213,0.11902,0.134444,0.142255,-0.0650803,-0.0432732,4.68308,-0.32331,-0.333055,5.07365,-0.346426,-0.351476,0.44213,0.000736159,0.0131811,0.434817,0.0040937,-0.0138127,4.68308,-0.0366168,0.00641818,5.07365,-0.0359646,0.00326883,0.44213,-3.06403,-3.26382,0.434817,-5.63601,-5.70943,0.142255,1.00791,0.317995,5.07365,5.23449,5.24364,0.44213,-3.64588,-3.80505,0.434817,-5.08451,-5.14551,0.142255,1.01789,0.149198,4.68308,4.45635,4.38452
0.447451,0.219396,0.229115,0.147543,-0.07825,0.038626,4.84172,-0.274997,-0.251596,5.22656,-0.349219,-0.342132,0.455709,0.128191,0.139272,0.147543,-0.0802454,-0.0441919,4.84172,-0.334556,-0.344089,5.22656,-0.352771,-0.361704,0.455709,-3.27218e-05,0.0135542,0.447451,0.00520722,-0.0142347,4.84172,-0.0308792,0.00659653,5.22656,-0.0267869,0.00332818,0.455709,-3.2293,-3.37184,0.447451,-5.74461,-5.87303,0.147543,1.16761,0.323753,5.22656,5.3742,5.3998,0.455709,-3.81448,-3.92808,0.447451,-5.16056,-5.2916,0.147543,1.14113,0.151043,4.84172,4.60032,4.53494
0.460084,0.215309,0.235021,0.152831,-0.0727494,0.0396198,5.00036,-0.277144,-0.260508,5.37948,-0.364794,-0.35267,0.469288,0.138582,0.1441,0.152831,-0.0956721,-0.0451106,5.00036,-0.347364,-0.355122,5.37948,-0.359013,-0.371932,0.469288,-0.00107127,0.0139273,0.460084,0.00571345,-0.0146566,5.00036,-0.0217399,0.00677489,5.37948,-0.0163093,0.00338753,0.469288,-3.40938,-3.47986,0.460084,-5.85163,-6.03663,0.152831,1.31349,0.32951,5.37948,5.51297,5.55595,0.469288,-3.99484,-4.05112,0.460084,-5.23385,-5.43769,0.152831,1.24177,0.152889,5.00036,4.73207,4.68537
0.472718,0.210946,0.240927,0.158119,-0.0617273,0.0406136,5.159,-0.274866,-0.26942,5.53239,-0.380573,-0.363208,0.482867,0.149359,0.148927,0.158119,-0.110536,-0.0460294,5.159,-0.361772,-0.366156,5.53239,-0.365213,-0.382161,0.482867,-0.00219022,0.0143004,0.472718,0.00543058,-0.0150786,5.159,-0.0093042,0.00695324,5.53239,-0.0052334,0.00344689,0.482867,-3.59414,-3.58788,0.472718,-5.95894,-6.20022,0.158119,1.43178,0.335268,5.53239,5.65105,5.71211,0.482867,-4.17893,-4.17415,0.472718,-5.30665,-5.58379,0.158119,1.30537,0.154735,5.159,4.85158,4.83579
0.485351,0.206506,0.246833,0.163408,-0.0503928,0.0416074,5.31765,-0.271552,-0.278332,5.6853,-0.396459,-0.373745,0.496445,0.160308,0.153755,0.163408,-0.125295,-0.0469481,5.31765,-0.376563,-0.37719,5.6853,-0.371735,-0.392389,0.496445,-0.00332772,0.0146736,0.485351,0.00478086,-0.0155006,5.31765,0.00388224,0.00713159,5.6853,0.00258228,0.00350624,0.496445,-3.78091,-3.69589,0.485351,-6.06665,-6.36382,0.163408,1.54774,0.341025,5.6853,5.78878,5.86826,0.496445,-4.3646,-4.29719,0.485351,-5.37957,-5.72988,0.163408,1.36627,0.156581,5.31765,4.96823,4.98622
0.497985,0.202273,0.252739,0.168696,-0.03613,0.0426012,5.47629,-0.268192,-0.287244,5.83822,-0.412414,-0.384283,0.510024,0.171247,0.158583,0.168696,-0.138396,-0.0478668,5.47629,-0.391524,-0.388223,5.83822,-0.378634,-0.402617,0.510024,-0.00446247,0.0150467,0.497985,0.00349027,-0.0159225,5.47629,0.0166871,0.00730994,5.83822,0.00654693,0.00356559,0.510024,-3.96756,-3.80391,0.497985,-6.17688,-6.52742,0.168696,1.63454,0.346783,5.83822,5.92628,6.02441,0.510024,-4.55018,-4.42022,0.497985,-5.45511,-5.87597,0.168696,1.396,0.158426,5.47629,5.08473,5.13665
0.510618,0.198393,0.258646,0.173984,-0.0214225,0.043595,5.63493,-0.265201,-0.296156,5.99113,-0.428369,-0.39482,0.523603,0.181052,0.163411,0.173984,-0.149028,-0.0487855,5.63493,-0.406438,-0.399257,5.99113,-0.385532,-0.412845,0.523603,-0.0052905,0.0154198,0.510618,0.00110368,-0.0163445,5.63493,0.0289857,0.00748829,5.99113,0.0105116,0.00362495,0.523603,-4.14021,-3.91193,0.510618,-6.29142,-6.69102,0.173984,1.69322,0.352541,5.99113,6.06379,6.18057,0.523603,-4.72462,-4.54326,0.510618,-5.5351,-6.02207,0.173984,1.4022,0.160272,5.63493,5.20223,5.28707
0.523251,0.194514,0.264552,0.179272,-0.00682203,0.0445887,5.79357,-0.26221,-0.305068,6.14404,-0.444324,-0.405358,0.537182,0.190843,0.168239,0.179272,-0.158688,-0.0497042,5.79357,-0.421352,-0.41029,6.14404,-0.39243,-0.423074,0.537182,-0.00611508,0.0157929,0.523251,-0.00128291,-0.0167665,5.79357,0.0412843,0.00766664,6.14404,0.0144762,0.0036843,0.537182,-4.31269,-4.01995,0.523251,-6.40596,-6.85461,0.179272,1.74193,0.358298,6.14404,6.2013,6.33672,0.537182,-4.89892,-4.6663,0.523251,-5.6151,-6.16816,0.179272,1.4008,0.162118,5.79357,5.31973,5.4375
0.535885,0.194092,0.270458,0.18456,0.00592522,0.0455825,5.95221,-0.259219,-0.31398,6.29695,-0.460279,-0.415895,0.55076,0.200526,0.173067,0.18456,-0.164365,-0.050623,5.95221,-0.436265,-0.421324,6.29695,-0.399328,-0.433302,0.55076,-0.00691233,0.0161661,0.535885,-0.00709606,-0.0171885,5.95221,0.0535829,0.007845,6.29695,0.0184409,0.00374365,0.55076,-4.48385,-4.12796,0.535885,-6.54645,-7.01821,0.18456,1.75533,0.364056,6.29695,6.33881,6.49288,0.55076,-5.07217,-4.78933,0.535885,-5.7255,-6.31425,0.18456,1.37645,0.163964,5.95221,5.43723,5.58793
0.548518,0.195245,0.276364,0.189848,0.0168995,0.0465763,6.11085,-0.262868,-0.322892,6.44987,-0.476234,-0.426433,0.564339,0.207661,0.177895,0.189848,-0.167696,-0.0515417,6.11085,-0.449105,-0.432358,6.44987,-0.406226,-0.44353,0.564339,-0.00706672,0.0165392,0.548518,-0.0144697,-0.0176104,6.11085,0.0600522,0.00802335,6.44987,0.0224055,0.00380301,0.564339,-4.62374,-4.23598,0.548518,-6.69875,-7.18181,0.189848,1.75059,0.369813,6.44987,6.47631,6.64903,0.564339,-5.22054,-4.91237,0.548518,-5.84976,-6.46035,0.189848,1.34257,0.165809,6.11085,5.57304,5.73835
0.561152,0.196398,0.28227,0.195136,0.0198458,0.0475701,6.2695,-0.268829,-0.331804,6.60278,-0.492189,-0.436971,0.577918,0.214529,0.182723,0.195136,-0.162719,-0.0524604,6.2695,-0.46122,-0.443391,6.60278,-0.413125,-0.453758,0.577918,-0.00715478,0.0169123,0.561152,-0.0218434,-0.0180324,6.2695,0.0644975,0.0082017,6.60278,0.0263701,0.00386236,0.577918,-4.76036,-4.344,0.561152,-6.85105,-7.34541,0.195136,1.68846,0.375571,6.60278,6.61382,6.80519,0.577918,-5.36631,-5.0354,0.561152,-5.97402,-6.60644,0.195136,1.28518,0.167655,6.2695,5.71521,5.88878
0.573785,0.197551,0.288176,0.200424,0.0223778,0.0485639,6.42814,-0.285224,-0.340716,6.75569,-0.508144,-0.447508,0.591497,0.214554,0.187551,0.200424,-0.157329,-0.0533791,6.42814,-0.469954,-0.454425,6.75569,-0.420023,-0.463987,0.591497,-0.00555914,0.0172854,0.573785,-0.029217,-0.0184544,6.42814,0.0601158,0.00838005,6.75569,0.0303348,0.00392172,0.591497,-4.81318,-4.45202,0.573785,-7.00335,-7.509,0.200424,1.62355,0.381328,6.75569,6.75133,6.96134,0.591497,-5.44543,-5.15844,0.573785,-6.09827,-6.75253,0.200424,1.22671,0.169501,6.42814,5.88618,6.0392
0.586419,0.198703,0.294082,0.205712,0.0230243,0.0495577,6.58678,-0.307428,-0.349628,6.90861,-0.523466,-0.458046,0.605076,0.212678,0.192379,0.205712,-0.150327,-0.0542978,6.58678,-0.476782,-0.465458,6.90861,-0.428302,-0.474215,0.605076,-0.00349701,0.0176586,0.586419,-0.0365907,-0.0188763,6.58678,0.0508783,0.0085584,6.90861,0.0194211,0.00398107,0.605076,-4.84272,-4.56003,0.586419,-7.15565,-7.6726,0.205712,1.54877,0.387086,6.90861,6.89103,7.11749,0.605076,-5.50603,-5.28147,0.586419,-6.22253,-6.89863,0.205712,1.16558,0.171347,6.58678,6.07317,6.18963
0.599052,0.199856,0.299988,0.211001,0.0131226,0.0505515,6.74542,-0.346501,-0.35854,7.06152,-0.538089,-0.468583,0.618654,0.210802,0.197207,0.211001,-0.134304,-0.0552166,6.74542,-0.478075,-0.476492,7.06152,-0.437878,-0.484443,0.618654,-0.00143487,0.0180317,0.599052,-0.0439643,-0.0192983,6.74542,0.0275498,0.00873675,7.06152,-0.00554349,0.00404042,0.618654,-4.87227,-4.66805,0.599052,-7.30795,-7.8362,0.211001,1.41884,0.392843,7.06152,7.03316,7.27365,0.618654,-5.56663,-5.40451,0.599052,-6.34678,-7.04472,0.211001,1.08961,0.173192,6.74542,6.30671,6.34006
0.611686,0.201009,0.305894,0.216289,-0.00414058,0.0515453,6.90406,-0.385573,-0.367452,7.21443,-0.552712,-0.479121,0.632233,0.208926,0.202035,0.216289,-0.112598,-0.0561353,6.90406,-0.479368,-0.487526,7.21443,-0.447454,-0.494672,0.632233,0.000627259,0.0184048,0.611686,-0.051338,-0.0197203,6.90406,0.00422124,0.00891511,7.21443,-0.0305081,0.00409978,0.632233,-4.90181,-4.77607,0.611686,-7.46025,-7.99979,0.216289,1.25696,0.398601,7.21443,7.17529,7.4298,0.632233,-5.62723,-5.52755,0.611686,-6.47104,-7.19081,0.216289,1.00848,0.175038,6.90406,6.54025,6.49048
0.624319,0.202162,0.3118,0.221577,-0.0327277,0.0525391,7.06271,-0.424646,-0.376364,7.36734,-0.567335,-0.489658,0.645812,0.20705,0.206863,0.221577,-0.0825456,-0.057054,7.06271,-0.480662,-0.498559,7.36734,-0.45703,-0.5049,0.645812,0.00268939,0.018778,0.624319,-0.0587116,-0.0201423,7.06271,-0.0191073,0.00909346,7.36734,-0.0554728,0.00415913,0.645812,-4.93135,-4.88409,0.624319,-7.61255,-8.16339,0.221577,1.05015,0.404358,7.36734,7.31742,7.58596,0.645812,-5.68782,-5.65058,0.624319,-6.59529,-7.33691,0.221577,0.922751,0.176884,7.06271,6.77379,6.64091
0.636953,0.210294,0.317706,0.226865,-0.0649133,0.0535329,7.22135,-0.487206,-0.385276,7.52026,-0.581958,-0.500196,0.659391,0.205174,0.211691,0.226865,-0.0498691,-0.0579727,7.22135,-0.474203,-0.509593,7.52026,-0.466606,-0.515128,0.659391,0.00475152,0.0191511,0.636953,-0.0710631,-0.0205642,7.22135,-0.0619324,0.00927181,7.52026,-0.0804374,0.00421848,0.659391,-4.9609,-4.9921,0.636953,-7.81291,-8.32699,0.226865,0.829375,0.410116,7.52026,7.45955,7.74211,0.659391,-5.74842,-5.77362,0.636953,-6.7774,-7.483,0.226865,0.835802,0.17873,7.22135,7.07216,6.79133
0.649586,0.21952,0.323612,0.232153,-0.111341,0.0545266,7.37999,-0.559585,-0.394187,7.67317,-0.595737,-0.510734,0.67297,0.193509,0.216519,0.232153,-0.00721774,-0.0588914,7.37999,-0.464496,-0.520626,7.67317,-0.477482,-0.525356,0.67297,0.00920249,0.0195242,0.649586,-0.0841956,-0.0209862,7.37999,-0.11289,0.00945016,7.67317,-0.119605,0.00427784,0.67297,-4.87064,-5.10012,0.649586,-8.02081,-8.49059,0.232153,0.557681,0.415873,7.67317,7.6046,7.89827,0.67297,-5.71373,-5.89665,0.649586,-6.96858,-7.62909,0.232153,0.747503,0.180576,7.37999,7.39762,6.94176
