rep,ID,time,observation,indivPredSimulated,censored,split,color,filter
1,1,1.4156,0.619246,0.651702,0,All,#4682B4,0
2,1,1.4156,0.619246,0.650034,0,All,#4682B4,0
3,1,1.4156,0.619246,0.639026,0,All,#4682B4,0
4,1,1.4156,0.619246,0.654816,0,All,#4682B4,0
5,1,1.4156,0.619246,0.647906,0,All,#4682B4,0
6,1,1.4156,0.619246,0.649874,0,All,#4682B4,0
7,1,1.4156,0.619246,0.650484,0,All,#4682B4,0
8,1,1.4156,0.619246,0.657493,0,All,#4682B4,0
9,1,1.4156,0.619246,0.648685,0,All,#4682B4,0
10,1,1.4156,0.619246,0.656797,0,All,#4682B4,0
1,1,1.7695,0.578761,0.651702,0,All,#4682B4,0
2,1,1.7695,0.578761,0.650034,0,All,#4682B4,0
3,1,1.7695,0.578761,0.639026,0,All,#4682B4,0
4,1,1.7695,0.578761,0.654816,0,All,#4682B4,0
5,1,1.7695,0.578761,0.647906,0,All,#4682B4,0
6,1,1.7695,0.578761,0.649874,0,All,#4682B4,0
7,1,1.7695,0.578761,0.650484,0,All,#4682B4,0
8,1,1.7695,0.578761,0.657493,0,All,#4682B4,0
9,1,1.7695,0.578761,0.648685,0,All,#4682B4,0
10,1,1.7695,0.578761,0.656797,0,All,#4682B4,0
1,1,2.1234,0.630394,0.651702,0,All,#4682B4,0
2,1,2.1234,0.630394,0.650034,0,All,#4682B4,0
3,1,2.1234,0.630394,0.639026,0,All,#4682B4,0
4,1,2.1234,0.630394,0.654816,0,All,#4682B4,0
5,1,2.1234,0.630394,0.647906,0,All,#4682B4,0
6,1,2.1234,0.630394,0.649874,0,All,#4682B4,0
7,1,2.1234,0.630394,0.650484,0,All,#4682B4,0
8,1,2.1234,0.630394,0.657493,0,All,#4682B4,0
9,1,2.1234,0.630394,0.648685,0,All,#4682B4,0
10,1,2.1234,0.630394,0.656797,0,All,#4682B4,0
1,1,2.4773,0.681797,0.651702,0,All,#4682B4,0
2,1,2.4773,0.681797,0.650034,0,All,#4682B4,0
3,1,2.4773,0.681797,0.639026,0,All,#4682B4,0
4,1,2.4773,0.681797,0.654816,0,All,#4682B4,0
5,1,2.4773,0.681797,0.647906,0,All,#4682B4,0
6,1,2.4773,0.681797,0.649874,0,All,#4682B4,0
7,1,2.4773,0.681797,0.650484,0,All,#4682B4,0
8,1,2.4773,0.681797,0.657493,0,All,#4682B4,0
9,1,2.4773,0.681797,0.648685,0,All,#4682B4,0
10,1,2.4773,0.681797,0.656797,0,All,#4682B4,0
1,1,2.8312,0.678139,0.651702,0,All,#4682B4,0
2,1,2.8312,0.678139,0.650034,0,All,#4682B4,0
3,1,2.8312,0.678139,0.639026,0,All,#4682B4,0
4,1,2.8312,0.678139,0.654816,0,All,#4682B4,0
5,1,2.8312,0.678139,0.647906,0,All,#4682B4,0
6,1,2.8312,0.678139,0.649874,0,All,#4682B4,0
7,1,2.8312,0.678139,0.650484,0,All,#4682B4,0
8,1,2.8312,0.678139,0.657493,0,All,#4682B4,0
9,1,2.8312,0.678139,0.648685,0,All,#4682B4,0
10,1,2.8312,0.678139,0.656797,0,All,#4682B4,0
1,1,3.1851,0.664019,0.651702,0,All,#4682B4,0
2,1,3.1851,0.664019,0.650034,0,All,#4682B4,0
3,1,3.1851,0.664019,0.639026,0,All,#4682B4,0
4,1,3.1851,0.664019,0.654816,0,All,#4682B4,0
5,1,3.1851,0.664019,0.647906,0,All,#4682B4,0
6,1,3.1851,0.664019,0.649874,0,All,#4682B4,0
7,1,3.1851,0.664019,0.650484,0,All,#4682B4,0
8,1,3.1851,0.664019,0.657493,0,All,#4682B4,0
9,1,3.1851,0.664019,0.648685,0,All,#4682B4,0
10,1,3.1851,0.664019,0.656797,0,All,#4682B4,0
1,1,3.539,0.59888,0.651702,0,All,#4682B4,0
2,1,3.539,0.59888,0.650034,0,All,#4682B4,0
3,1,3.539,0.59888,0.639026,0,All,#4682B4,0
4,1,3.539,0.59888,0.654816,0,All,#4682B4,0
5,1,3.539,0.59888,0.647906,0,All,#4682B4,0
6,1,3.539,0.59888,0.649874,0,All,#4682B4,0
7,1,3.539,0.59888,0.650484,0,All,#4682B4,0
8,1,3.539,0.59888,0.657493,0,All,#4682B4,0
9,1,3.539,0.59888,0.648685,0,All,#4682B4,0
10,1,3.539,0.59888,0.656797,0,All,#4682B4,0
1,1,3.8929,0.732306,0.651702,0,All,#4682B4,0
2,1,3.8929,0.732306,0.650034,0,All,#4682B4,0
3,1,3.8929,0.732306,0.639026,0,All,#4682B4,0
4,1,3.8929,0.732306,0.654816,0,All,#4682B4,0
5,1,3.8929,0.732306,0.647906,0,All,#4682B4,0
6,1,3.8929,0.732306,0.649874,0,All,#4682B4,0
7,1,3.8929,0.732306,0.650484,0,All,#4682B4,0
8,1,3.8929,0.732306,0.657493,0,All,#4682B4,0
9,1,3.8929,0.732306,0.648685,0,All,#4682B4,0
10,1,3.8929,0.732306,0.656797,0,All,#4682B4,0
1,1,4.2468,0.716425,0.651702,0,All,#4682B4,0
2,1,4.2468,0.716425,0.650034,0,All,#4682B4,0
3,1,4.2468,0.716425,0.639026,0,All,#4682B4,0
4,1,4.2468,0.716425,0.654816,0,All,#4682B4,0
5,1,4.2468,0.716425,0.647906,0,All,#4682B4,0
6,1,4.2468,0.716425,0.649874,0,All,#4682B4,0
7,1,4.2468,0.716425,0.650484,0,All,#4682B4,0
8,1,4.2468,0.716425,0.657493,0,All,#4682B4,0
9,1,4.2468,0.716425,0.648685,0,All,#4682B4,0
10,1,4.2468,0.716425,0.656797,0,All,#4682B4,0
1,1,4.6007,0.600515,0.651702,0,All,#4682B4,0
2,1,4.6007,0.600515,0.650034,0,All,#4682B4,0
3,1,4.6007,0.600515,0.639026,0,All,#4682B4,0
4,1,4.6007,0.600515,0.654816,0,All,#4682B4,0
5,1,4.6007,0.600515,0.647906,0,All,#4682B4,0
6,1,4.6007,0.600515,0.649874,0,All,#4682B4,0
7,1,4.6007,0.600515,0.650484,0,All,#4682B4,0
8,1,4.6007,0.600515,0.657493,0,All,#4682B4,0
9,1,4.6007,0.600515,0.648685,0,All,#4682B4,0
10,1,4.6007,0.600515,0.656797,0,All,#4682B4,0
1,1,4.9546,0.570086,0.651702,0,All,#4682B4,0
2,1,4.9546,0.570086,0.650034,0,All,#4682B4,0
3,1,4.9546,0.570086,0.639026,0,All,#4682B4,0
4,1,4.9546,0.570086,0.654816,0,All,#4682B4,0
5,1,4.9546,0.570086,0.647906,0,All,#4682B4,0
6,1,4.9546,0.570086,0.649874,0,All,#4682B4,0
7,1,4.9546,0.570086,0.650484,0,All,#4682B4,0
8,1,4.9546,0.570086,0.657493,0,All,#4682B4,0
9,1,4.9546,0.570086,0.648685,0,All,#4682B4,0
10,1,4.9546,0.570086,0.656797,0,All,#4682B4,0
1,1,5.3085,0.667584,0.651702,0,All,#4682B4,0
2,1,5.3085,0.667584,0.650034,0,All,#4682B4,0
3,1,5.3085,0.667584,0.639026,0,All,#4682B4,0
4,1,5.3085,0.667584,0.654816,0,All,#4682B4,0
5,1,5.3085,0.667584,0.647906,0,All,#4682B4,0
6,1,5.3085,0.667584,0.649874,0,All,#4682B4,0
7,1,5.3085,0.667584,0.650484,0,All,#4682B4,0
8,1,5.3085,0.667584,0.657493,0,All,#4682B4,0
9,1,5.3085,0.667584,0.648685,0,All,#4682B4,0
10,1,5.3085,0.667584,0.656797,0,All,#4682B4,0
1,1,5.6624,0.646151,0.651702,0,All,#4682B4,0
2,1,5.6624,0.646151,0.650034,0,All,#4682B4,0
3,1,5.6624,0.646151,0.639026,0,All,#4682B4,0
4,1,5.6624,0.646151,0.654816,0,All,#4682B4,0
5,1,5.6624,0.646151,0.647906,0,All,#4682B4,0
6,1,5.6624,0.646151,0.649874,0,All,#4682B4,0
7,1,5.6624,0.646151,0.650484,0,All,#4682B4,0
8,1,5.6624,0.646151,0.657493,0,All,#4682B4,0
9,1,5.6624,0.646151,0.648685,0,All,#4682B4,0
10,1,5.6624,0.646151,0.656797,0,All,#4682B4,0
1,1,6.0162,0.612864,0.651702,0,All,#4682B4,0
2,1,6.0162,0.612864,0.650034,0,All,#4682B4,0
3,1,6.0162,0.612864,0.639026,0,All,#4682B4,0
4,1,6.0162,0.612864,0.654816,0,All,#4682B4,0
5,1,6.0162,0.612864,0.647906,0,All,#4682B4,0
6,1,6.0162,0.612864,0.649874,0,All,#4682B4,0
7,1,6.0162,0.612864,0.650484,0,All,#4682B4,0
8,1,6.0162,0.612864,0.657493,0,All,#4682B4,0
9,1,6.0162,0.612864,0.648685,0,All,#4682B4,0
10,1,6.0162,0.612864,0.656797,0,All,#4682B4,0
1,1,6.3701,0.605217,0.651702,0,All,#4682B4,0
2,1,6.3701,0.605217,0.650034,0,All,#4682B4,0
3,1,6.3701,0.605217,0.639026,0,All,#4682B4,0
4,1,6.3701,0.605217,0.654816,0,All,#4682B4,0
5,1,6.3701,0.605217,0.647906,0,All,#4682B4,0
6,1,6.3701,0.605217,0.649874,0,All,#4682B4,0
7,1,6.3701,0.605217,0.650484,0,All,#4682B4,0
8,1,6.3701,0.605217,0.657493,0,All,#4682B4,0
9,1,6.3701,0.605217,0.648685,0,All,#4682B4,0
10,1,6.3701,0.605217,0.656797,0,All,#4682B4,0
1,1,6.724,0.607834,0.651702,0,All,#4682B4,0
2,1,6.724,0.607834,0.650034,0,All,#4682B4,0
3,1,6.724,0.607834,0.639026,0,All,#4682B4,0
4,1,6.724,0.607834,0.654816,0,All,#4682B4,0
5,1,6.724,0.607834,0.647906,0,All,#4682B4,0
6,1,6.724,0.607834,0.649874,0,All,#4682B4,0
7,1,6.724,0.607834,0.650484,0,All,#4682B4,0
8,1,6.724,0.607834,0.657493,0,All,#4682B4,0
9,1,6.724,0.607834,0.648685,0,All,#4682B4,0
10,1,6.724,0.607834,0.656797,0,All,#4682B4,0
1,1,7.0779,0.730659,0.651702,0,All,#4682B4,0
2,1,7.0779,0.730659,0.650034,0,All,#4682B4,0
3,1,7.0779,0.730659,0.639026,0,All,#4682B4,0
4,1,7.0779,0.730659,0.654816,0,All,#4682B4,0
5,1,7.0779,0.730659,0.647906,0,All,#4682B4,0
6,1,7.0779,0.730659,0.649874,0,All,#4682B4,0
7,1,7.0779,0.730659,0.650484,0,All,#4682B4,0
8,1,7.0779,0.730659,0.657493,0,All,#4682B4,0
9,1,7.0779,0.730659,0.648685,0,All,#4682B4,0
10,1,7.0779,0.730659,0.656797,0,All,#4682B4,0
1,1,7.4318,0.563142,0.651702,0,All,#4682B4,0
2,1,7.4318,0.563142,0.650034,0,All,#4682B4,0
3,1,7.4318,0.563142,0.639026,0,All,#4682B4,0
4,1,7.4318,0.563142,0.654816,0,All,#4682B4,0
5,1,7.4318,0.563142,0.647906,0,All,#4682B4,0
6,1,7.4318,0.563142,0.649874,0,All,#4682B4,0
7,1,7.4318,0.563142,0.650484,0,All,#4682B4,0
8,1,7.4318,0.563142,0.657493,0,All,#4682B4,0
9,1,7.4318,0.563142,0.648685,0,All,#4682B4,0
10,1,7.4318,0.563142,0.656797,0,All,#4682B4,0
1,1,7.7857,0.679204,0.651702,0,All,#4682B4,0
2,1,7.7857,0.679204,0.650034,0,All,#4682B4,0
3,1,7.7857,0.679204,0.639026,0,All,#4682B4,0
4,1,7.7857,0.679204,0.654816,0,All,#4682B4,0
5,1,7.7857,0.679204,0.647906,0,All,#4682B4,0
6,1,7.7857,0.679204,0.649874,0,All,#4682B4,0
7,1,7.7857,0.679204,0.650484,0,All,#4682B4,0
8,1,7.7857,0.679204,0.657493,0,All,#4682B4,0
9,1,7.7857,0.679204,0.648685,0,All,#4682B4,0
10,1,7.7857,0.679204,0.656797,0,All,#4682B4,0
1,1,8.1396,0.700048,0.651702,0,All,#4682B4,0
2,1,8.1396,0.700048,0.650034,0,All,#4682B4,0
3,1,8.1396,0.700048,0.639026,0,All,#4682B4,0
4,1,8.1396,0.700048,0.654816,0,All,#4682B4,0
5,1,8.1396,0.700048,0.647906,0,All,#4682B4,0
6,1,8.1396,0.700048,0.649874,0,All,#4682B4,0
7,1,8.1396,0.700048,0.650484,0,All,#4682B4,0
8,1,8.1396,0.700048,0.657493,0,All,#4682B4,0
9,1,8.1396,0.700048,0.648685,0,All,#4682B4,0
10,1,8.1396,0.700048,0.656797,0,All,#4682B4,0
1,1,8.4935,0.653037,0.651702,0,All,#4682B4,0
2,1,8.4935,0.653037,0.650034,0,All,#4682B4,0
3,1,8.4935,0.653037,0.639026,0,All,#4682B4,0
4,1,8.4935,0.653037,0.654816,0,All,#4682B4,0
5,1,8.4935,0.653037,0.647906,0,All,#4682B4,0
6,1,8.4935,0.653037,0.649874,0,All,#4682B4,0
7,1,8.4935,0.653037,0.650484,0,All,#4682B4,0
8,1,8.4935,0.653037,0.657493,0,All,#4682B4,0
9,1,8.4935,0.653037,0.648685,0,All,#4682B4,0
10,1,8.4935,0.653037,0.656797,0,All,#4682B4,0
1,1,8.8474,0.645465,0.651702,0,All,#4682B4,0
2,1,8.8474,0.645465,0.650034,0,All,#4682B4,0
3,1,8.8474,0.645465,0.639026,0,All,#4682B4,0
4,1,8.8474,0.645465,0.654816,0,All,#4682B4,0
5,1,8.8474,0.645465,0.647906,0,All,#4682B4,0
6,1,8.8474,0.645465,0.649874,0,All,#4682B4,0
7,1,8.8474,0.645465,0.650484,0,All,#4682B4,0
8,1,8.8474,0.645465,0.657493,0,All,#4682B4,0
9,1,8.8474,0.645465,0.648685,0,All,#4682B4,0
10,1,8.8474,0.645465,0.656797,0,All,#4682B4,0
1,1,9.2013,0.666999,0.651702,0,All,#4682B4,0
2,1,9.2013,0.666999,0.650034,0,All,#4682B4,0
3,1,9.2013,0.666999,0.639026,0,All,#4682B4,0
4,1,9.2013,0.666999,0.654816,0,All,#4682B4,0
5,1,9.2013,0.666999,0.647906,0,All,#4682B4,0
6,1,9.2013,0.666999,0.649874,0,All,#4682B4,0
7,1,9.2013,0.666999,0.650484,0,All,#4682B4,0
8,1,9.2013,0.666999,0.657493,0,All,#4682B4,0
9,1,9.2013,0.666999,0.648685,0,All,#4682B4,0
10,1,9.2013,0.666999,0.656797,0,All,#4682B4,0
1,1,9.5552,0.622007,0.651702,0,All,#4682B4,0
2,1,9.5552,0.622007,0.650034,0,All,#4682B4,0
3,1,9.5552,0.622007,0.639026,0,All,#4682B4,0
4,1,9.5552,0.622007,0.654816,0,All,#4682B4,0
5,1,9.5552,0.622007,0.647906,0,All,#4682B4,0
6,1,9.5552,0.622007,0.649874,0,All,#4682B4,0
7,1,9.5552,0.622007,0.650484,0,All,#4682B4,0
8,1,9.5552,0.622007,0.657493,0,All,#4682B4,0
9,1,9.5552,0.622007,0.648685,0,All,#4682B4,0
10,1,9.5552,0.622007,0.656797,0,All,#4682B4,0
1,1,9.9091,0.653307,0.651702,0,All,#4682B4,0
2,1,9.9091,0.653307,0.650034,0,All,#4682B4,0
3,1,9.9091,0.653307,0.639026,0,All,#4682B4,0
4,1,9.9091,0.653307,0.654816,0,All,#4682B4,0
5,1,9.9091,0.653307,0.647906,0,All,#4682B4,0
6,1,9.9091,0.653307,0.649874,0,All,#4682B4,0
7,1,9.9091,0.653307,0.650484,0,All,#4682B4,0
8,1,9.9091,0.653307,0.657493,0,All,#4682B4,0
9,1,9.9091,0.653307,0.648685,0,All,#4682B4,0
10,1,9.9091,0.653307,0.656797,0,All,#4682B4,0
1,1,10.263,0.603547,0.651702,0,All,#4682B4,0
2,1,10.263,0.603547,0.650034,0,All,#4682B4,0
3,1,10.263,0.603547,0.639026,0,All,#4682B4,0
4,1,10.263,0.603547,0.654816,0,All,#4682B4,0
5,1,10.263,0.603547,0.647906,0,All,#4682B4,0
6,1,10.263,0.603547,0.649874,0,All,#4682B4,0
7,1,10.263,0.603547,0.650484,0,All,#4682B4,0
8,1,10.263,0.603547,0.657493,0,All,#4682B4,0
9,1,10.263,0.603547,0.648685,0,All,#4682B4,0
10,1,10.263,0.603547,0.656797,0,All,#4682B4,0
1,1,10.6169,0.601553,0.651702,0,All,#4682B4,0
2,1,10.6169,0.601553,0.650034,0,All,#4682B4,0
3,1,10.6169,0.601553,0.639026,0,All,#4682B4,0
4,1,10.6169,0.601553,0.654816,0,All,#4682B4,0
5,1,10.6169,0.601553,0.647906,0,All,#4682B4,0
6,1,10.6169,0.601553,0.649874,0,All,#4682B4,0
7,1,10.6169,0.601553,0.650484,0,All,#4682B4,0
8,1,10.6169,0.601553,0.657493,0,All,#4682B4,0
9,1,10.6169,0.601553,0.648685,0,All,#4682B4,0
10,1,10.6169,0.601553,0.656797,0,All,#4682B4,0
1,1,10.9708,0.769421,0.651702,0,All,#4682B4,0
2,1,10.9708,0.769421,0.650034,0,All,#4682B4,0
3,1,10.9708,0.769421,0.639026,0,All,#4682B4,0
4,1,10.9708,0.769421,0.654816,0,All,#4682B4,0
5,1,10.9708,0.769421,0.647906,0,All,#4682B4,0
6,1,10.9708,0.769421,0.649874,0,All,#4682B4,0
7,1,10.9708,0.769421,0.650484,0,All,#4682B4,0
8,1,10.9708,0.769421,0.657493,0,All,#4682B4,0
9,1,10.9708,0.769421,0.648685,0,All,#4682B4,0
10,1,10.9708,0.769421,0.656797,0,All,#4682B4,0
1,1,11.3247,0.678441,0.651702,0,All,#4682B4,0
2,1,11.3247,0.678441,0.650034,0,All,#4682B4,0
3,1,11.3247,0.678441,0.639026,0,All,#4682B4,0
4,1,11.3247,0.678441,0.654816,0,All,#4682B4,0
5,1,11.3247,0.678441,0.647906,0,All,#4682B4,0
6,1,11.3247,0.678441,0.649874,0,All,#4682B4,0
7,1,11.3247,0.678441,0.650484,0,All,#4682B4,0
8,1,11.3247,0.678441,0.657493,0,All,#4682B4,0
9,1,11.3247,0.678441,0.648685,0,All,#4682B4,0
10,1,11.3247,0.678441,0.656797,0,All,#4682B4,0
1,1,11.6786,0.611981,0.651702,0,All,#4682B4,0
2,1,11.6786,0.611981,0.650034,0,All,#4682B4,0
3,1,11.6786,0.611981,0.639026,0,All,#4682B4,0
4,1,11.6786,0.611981,0.654816,0,All,#4682B4,0
5,1,11.6786,0.611981,0.647906,0,All,#4682B4,0
6,1,11.6786,0.611981,0.649874,0,All,#4682B4,0
7,1,11.6786,0.611981,0.650484,0,All,#4682B4,0
8,1,11.6786,0.611981,0.657493,0,All,#4682B4,0
9,1,11.6786,0.611981,0.648685,0,All,#4682B4,0
10,1,11.6786,0.611981,0.656797,0,All,#4682B4,0
1,1,12.0325,0.634984,0.651702,0,All,#4682B4,0
2,1,12.0325,0.634984,0.650034,0,All,#4682B4,0
3,1,12.0325,0.634984,0.639026,0,All,#4682B4,0
4,1,12.0325,0.634984,0.654816,0,All,#4682B4,0
5,1,12.0325,0.634984,0.647906,0,All,#4682B4,0
6,1,12.0325,0.634984,0.649874,0,All,#4682B4,0
7,1,12.0325,0.634984,0.650484,0,All,#4682B4,0
8,1,12.0325,0.634984,0.657493,0,All,#4682B4,0
9,1,12.0325,0.634984,0.648685,0,All,#4682B4,0
10,1,12.0325,0.634984,0.656797,0,All,#4682B4,0
1,1,12.3863,0.636876,0.651702,0,All,#4682B4,0
2,1,12.3863,0.636876,0.650034,0,All,#4682B4,0
3,1,12.3863,0.636876,0.639026,0,All,#4682B4,0
4,1,12.3863,0.636876,0.654816,0,All,#4682B4,0
5,1,12.3863,0.636876,0.647906,0,All,#4682B4,0
6,1,12.3863,0.636876,0.649874,0,All,#4682B4,0
7,1,12.3863,0.636876,0.650484,0,All,#4682B4,0
8,1,12.3863,0.636876,0.657493,0,All,#4682B4,0
9,1,12.3863,0.636876,0.648685,0,All,#4682B4,0
10,1,12.3863,0.636876,0.656797,0,All,#4682B4,0
1,1,12.7402,0.673095,0.651702,0,All,#4682B4,0
2,1,12.7402,0.673095,0.650034,0,All,#4682B4,0
3,1,12.7402,0.673095,0.639026,0,All,#4682B4,0
4,1,12.7402,0.673095,0.654816,0,All,#4682B4,0
5,1,12.7402,0.673095,0.647906,0,All,#4682B4,0
6,1,12.7402,0.673095,0.649874,0,All,#4682B4,0
7,1,12.7402,0.673095,0.650484,0,All,#4682B4,0
8,1,12.7402,0.673095,0.657493,0,All,#4682B4,0
9,1,12.7402,0.673095,0.648685,0,All,#4682B4,0
10,1,12.7402,0.673095,0.656797,0,All,#4682B4,0
1,1,13.0941,0.696709,0.651702,0,All,#4682B4,0
2,1,13.0941,0.696709,0.650034,0,All,#4682B4,0
3,1,13.0941,0.696709,0.639026,0,All,#4682B4,0
4,1,13.0941,0.696709,0.654816,0,All,#4682B4,0
5,1,13.0941,0.696709,0.647906,0,All,#4682B4,0
6,1,13.0941,0.696709,0.649874,0,All,#4682B4,0
7,1,13.0941,0.696709,0.650484,0,All,#4682B4,0
8,1,13.0941,0.696709,0.657493,0,All,#4682B4,0
9,1,13.0941,0.696709,0.648685,0,All,#4682B4,0
10,1,13.0941,0.696709,0.656797,0,All,#4682B4,0
1,1,13.448,0.717034,0.651702,0,All,#4682B4,0
2,1,13.448,0.717034,0.650034,0,All,#4682B4,0
3,1,13.448,0.717034,0.639026,0,All,#4682B4,0
4,1,13.448,0.717034,0.654816,0,All,#4682B4,0
5,1,13.448,0.717034,0.647906,0,All,#4682B4,0
6,1,13.448,0.717034,0.649874,0,All,#4682B4,0
7,1,13.448,0.717034,0.650484,0,All,#4682B4,0
8,1,13.448,0.717034,0.657493,0,All,#4682B4,0
9,1,13.448,0.717034,0.648685,0,All,#4682B4,0
10,1,13.448,0.717034,0.656797,0,All,#4682B4,0
1,1,13.8019,0.635899,0.651702,0,All,#4682B4,0
2,1,13.8019,0.635899,0.650034,0,All,#4682B4,0
3,1,13.8019,0.635899,0.639026,0,All,#4682B4,0
4,1,13.8019,0.635899,0.654816,0,All,#4682B4,0
5,1,13.8019,0.635899,0.647906,0,All,#4682B4,0
6,1,13.8019,0.635899,0.649874,0,All,#4682B4,0
7,1,13.8019,0.635899,0.650484,0,All,#4682B4,0
8,1,13.8019,0.635899,0.657493,0,All,#4682B4,0
9,1,13.8019,0.635899,0.648685,0,All,#4682B4,0
10,1,13.8019,0.635899,0.656797,0,All,#4682B4,0
1,1,14.1558,0.66906,0.651702,0,All,#4682B4,0
2,1,14.1558,0.66906,0.650034,0,All,#4682B4,0
3,1,14.1558,0.66906,0.639026,0,All,#4682B4,0
4,1,14.1558,0.66906,0.654816,0,All,#4682B4,0
5,1,14.1558,0.66906,0.647906,0,All,#4682B4,0
6,1,14.1558,0.66906,0.649874,0,All,#4682B4,0
7,1,14.1558,0.66906,0.650484,0,All,#4682B4,0
8,1,14.1558,0.66906,0.657493,0,All,#4682B4,0
9,1,14.1558,0.66906,0.648685,0,All,#4682B4,0
10,1,14.1558,0.66906,0.656797,0,All,#4682B4,0
1,1,14.5097,0.720028,0.651702,0,All,#4682B4,0
2,1,14.5097,0.720028,0.650034,0,All,#4682B4,0
3,1,14.5097,0.720028,0.639026,0,All,#4682B4,0
4,1,14.5097,0.720028,0.654816,0,All,#4682B4,0
5,1,14.5097,0.720028,0.647906,0,All,#4682B4,0
6,1,14.5097,0.720028,0.649874,0,All,#4682B4,0
7,1,14.5097,0.720028,0.650484,0,All,#4682B4,0
8,1,14.5097,0.720028,0.657493,0,All,#4682B4,0
9,1,14.5097,0.720028,0.648685,0,All,#4682B4,0
10,1,14.5097,0.720028,0.656797,0,All,#4682B4,0
1,1,14.8636,0.696567,0.651702,0,All,#4682B4,0
2,1,14.8636,0.696567,0.650034,0,All,#4682B4,0
3,1,14.8636,0.696567,0.639026,0,All,#4682B4,0
4,1,14.8636,0.696567,0.654816,0,All,#4682B4,0
5,1,14.8636,0.696567,0.647906,0,All,#4682B4,0
6,1,14.8636,0.696567,0.649874,0,All,#4682B4,0
7,1,14.8636,0.696567,0.650484,0,All,#4682B4,0
8,1,14.8636,0.696567,0.657493,0,All,#4682B4,0
9,1,14.8636,0.696567,0.648685,0,All,#4682B4,0
10,1,14.8636,0.696567,0.656797,0,All,#4682B4,0
1,1,15.2175,0.713575,0.651702,0,All,#4682B4,0
2,1,15.2175,0.713575,0.650034,0,All,#4682B4,0
3,1,15.2175,0.713575,0.639026,0,All,#4682B4,0
4,1,15.2175,0.713575,0.654816,0,All,#4682B4,0
5,1,15.2175,0.713575,0.647906,0,All,#4682B4,0
6,1,15.2175,0.713575,0.649874,0,All,#4682B4,0
7,1,15.2175,0.713575,0.650484,0,All,#4682B4,0
8,1,15.2175,0.713575,0.657493,0,All,#4682B4,0
9,1,15.2175,0.713575,0.648685,0,All,#4682B4,0
10,1,15.2175,0.713575,0.656797,0,All,#4682B4,0
1,1,15.5714,0.693018,0.651702,0,All,#4682B4,0
2,1,15.5714,0.693018,0.650034,0,All,#4682B4,0
3,1,15.5714,0.693018,0.639026,0,All,#4682B4,0
4,1,15.5714,0.693018,0.654816,0,All,#4682B4,0
5,1,15.5714,0.693018,0.647906,0,All,#4682B4,0
6,1,15.5714,0.693018,0.649874,0,All,#4682B4,0
7,1,15.5714,0.693018,0.650484,0,All,#4682B4,0
8,1,15.5714,0.693018,0.657493,0,All,#4682B4,0
9,1,15.5714,0.693018,0.648685,0,All,#4682B4,0
10,1,15.5714,0.693018,0.656797,0,All,#4682B4,0
1,1,15.9253,0.646286,0.651702,0,All,#4682B4,0
