rep,id,A1,tau1,A2,p,eta_A1,eta_tau1,eta_A2,eta_p
1,29,-0.511180694491651,1.83735293133032,-0.422452019922933,16.9000380058434,0.0404050802728249,-0.00452320035827336,-0.0276549062102487,8.91066567615257
2,29,-0.509919924185514,1.77843098693307,-0.428796495901223,5.33342773779112,0.0416658505789623,-0.0634451447555255,-0.0339993821885389,-2.65594459189972
1,30,-0.355352808355076,1.94789621665813,-0.540953108869323,1.22749499700535,0.1962329664094,0.106020084969536,-0.146155995156639,-6.76187733268549
2,30,-0.393575255266907,1.95244812792731,-0.511751616360815,8.63593209994863,0.158010519497569,0.110571996238715,-0.116954502648131,0.64655977025779
1,31,-0.379737006607917,1.93794751152139,-0.506240228555863,5.94164925283269,0.171848768156559,0.0960713798327986,-0.111443114843179,-2.04772307685815
2,31,-0.367206642170104,1.75995701811527,-0.529444411684749,5.9543993530282,0.184379132594372,-0.0819191135733199,-0.134647297972065,-2.03497297666265
1,32,-0.377486352514452,1.64491258884337,-0.519472346174673,8.41973735237666,0.174099422250024,-0.19696354284522,-0.124675232461988,0.430365022685818
2,32,-0.357760457134203,1.79433519807809,-0.534227182664197,4.2431342056781,0.193825317630273,-0.0475409336105068,-0.139430068951513,-3.74623812401274
1,33,-0.417427780575907,2.14342438886071,-0.491460961036624,11.5081494654214,0.134157994188569,0.301548257172117,-0.0966638473239393,3.51877713573058
2,33,-0.365760776232329,1.67983219163494,-0.540564289857473,8.15527866929656,0.185824998532147,-0.162043940053656,-0.145767176144789,0.165906339605719
1,34,-0.411462948435387,2.18583333647201,-0.493059989530122,14.7083688034989,0.140122826329089,0.343957204783421,-0.0982628758174383,6.71899647380807
2,34,-0.440055130824071,1.76397584188159,-0.471781870814651,9.32798065931053,0.111530643940405,-0.0779002898070067,-0.0769847571019668,1.33860832961969
1,35,-0.384864953938141,1.22918290914996,-0.516624241800504,3.8209982229924,0.166720820826335,-0.612693222538637,-0.12182712808782,-4.16837410669844
2,35,-0.419924975513229,1.69742870752557,-0.495313338003098,5.52720578979626,0.131660799251247,-0.144447424163026,-0.100516224290414,-2.46216653989458
1,36,-0.316066426734958,1.62527687222831,-0.563171319150933,8.5865196420203,0.235519348029518,-0.216599259460283,-0.168374205438249,0.597147312329456
2,36,-0.315356998573441,1.75904282936832,-0.567807278895496,1.40616543179196,0.236228776191035,-0.0828333023202759,-0.173010165182812,-6.58320689789888
1,37,-0.645465098670516,1.99211762012921,-0.326547235680599,9.20182628483777,-0.09387932390604,0.150241488440614,0.068249878032085,1.21245395514693
2,37,-0.691559616417,2.33668179601779,-0.278262131618857,10.3897187265699,-0.139973841652525,0.494805664329192,0.116534982093827,2.40034639687909
1,38,-0.288681078031017,1.59348588194863,-0.588475696941061,12.5042912776311,0.262904696733459,-0.248390249739963,-0.193678583228377,4.51491894794029
2,38,-0.306990732418633,1.80323279804492,-0.569166158418239,11.0502749480079,0.244595042345843,-0.0386433336436702,-0.174369044705555,3.06090261831709
1,39,-0.427884997828743,1.77192847250524,-0.493641405141386,8.32239432363698,0.123700776935733,-0.0699476591833579,-0.0988442914287015,0.333021993946142
2,39,-0.42504793831906,2.06219517738784,-0.483603410239438,5.51677375064805,0.126537836445416,0.220319045699251,-0.0888062965267536,-2.4725985790428
1,40,-0.5812479417451,1.99556463383503,-0.379681550706633,-1.72200278851223,-0.0296621669806242,0.15368850214644,0.0151155630060511,-9.71137511820307
2,40,-0.38467445917064,2.0570116047381,-0.506106700399476,8.36273338516197,0.166911315593835,0.215135473049511,-0.111309586686792,0.373361055471129
1,41,-0.551616610869282,2.07914780953248,-0.391848149883225,9.76603217536478,-3.08361048062533e-5,0.237271677843888,0.00294896382945886,1.77665984567393
2,41,-0.574809883757953,1.77483970606383,-0.37374821656218,4.81405598587598,-0.0232241089934769,-0.0670364256247602,0.0210488971505037,-3.17531634381486
1,42,-0.302704443779149,1.81074939116393,-0.577834731257634,13.723823979504,0.248881330985326,-0.0311267405246587,-0.18303761754495,5.73445164981311
2,42,-0.301789932861906,1.8111612612446,-0.581516526681287,9.94668424136006,0.24979584190257,-0.0307148704439919,-0.186719412968602,1.95731191166922
1,43,-0.540190678698547,1.95569379287262,-0.394198126199792,12.8757102686983,0.0113950960659294,0.113817661184027,0.00059898751289239,4.88633793900741
2,43,-0.526251284224107,1.88725924628256,-0.410874660758742,7.58494698073896,0.0253344905403688,0.045383114593962,-0.0160775470460577,-0.404425348951885
