iteration,convergenceIndicator,phase,A1_pop,tau1_pop,A2_pop,tau2_pop,I0_pop,omega_A1,omega_tau1,omega_A2,omega_tau2,omega_I0,corr_A2_A1,corr_tau1_A1,corr_tau2_A1,corr_tau1_A2,corr_tau2_A2,corr_tau2_tau1,a
289,-5012.54,2,0.0570289,23599.3,0.104572,21913.7,0.488563,0.263787,3.26754,0.244836,3.08466,0.105868,0.319588,-0.599395,-0.739251,-0.94805,-0.872613,0.98215,0.0635078
290,-5016.43,2,0.0570833,25207.2,0.104069,23034.1,0.489932,0.261953,3.169,0.241361,2.98185,0.103152,0.263935,-0.562668,-0.716248,-0.943995,-0.860477,0.979904,0.0634938
291,-5013.2,2,0.0570778,23058.4,0.104926,21465.3,0.488994,0.266053,3.09955,0.2342,2.93534,0.101583,0.24883,-0.561687,-0.720154,-0.938984,-0.849337,0.978526,0.0635226
292,-5006.34,2,0.0571843,20533.1,0.105889,19471.3,0.487695,0.262122,3.03196,0.228795,2.87391,0.101556,0.241582,-0.559919,-0.71972,-0.936935,-0.84552,0.978213,0.0635646
293,-5018.31,2,0.0579765,18284.6,0.106338,17098.1,0.486656,0.259101,3.01829,0.226011,2.87008,0.103048,0.266896,-0.58069,-0.733176,-0.937329,-0.849088,0.979382,0.0635554
294,-5009.99,2,0.0578759,19745,0.105606,18259.9,0.487649,0.254743,2.96943,0.222895,2.82671,0.10349,0.268153,-0.586308,-0.736907,-0.935282,-0.84678,0.979666,0.0635737
295,-5023.89,2,0.0576915,21136.4,0.105046,19449.4,0.48883,0.252683,2.90683,0.219134,2.76955,0.105478,0.254336,-0.579019,-0.733447,-0.933421,-0.841888,0.978884,0.0635512
296,-5000.35,2,0.0575593,20626.3,0.105313,19190.3,0.488557,0.249657,2.895,0.221144,2.73933,0.107939,0.223493,-0.552885,-0.714583,-0.933283,-0.839402,0.977985,0.0635761
297,-5010.84,2,0.0577121,20298,0.10529,18809.4,0.488262,0.247034,2.90707,0.225073,2.72968,0.109413,0.198972,-0.528338,-0.695604,-0.93458,-0.840163,0.977479,0.0635494
298,-5006.8,2,0.0574822,20554.8,0.105299,19201.1,0.48827,0.244688,2.93648,0.229022,2.74168,0.109498,0.193666,-0.517541,-0.685515,-0.937055,-0.844687,0.977749,0.0635495
299,-5009.1,2,0.056978,21182.8,0.105467,20145.6,0.488237,0.242941,2.92378,0.228394,2.73236,0.109842,0.203657,-0.524542,-0.690105,-0.937681,-0.846692,0.978141,0.0635549
300,-5019.18,2,0.0565832,22381.1,0.105304,21460.9,0.488793,0.2396,2.91818,0.228823,2.71963,0.109966,0.208085,-0.521589,-0.686476,-0.940376,-0.851684,0.978459,0.0635388
301,-5024.71,2,0.0560347,24467.5,0.104896,23658.2,0.489949,0.242637,2.92479,0.22877,2.73247,0.109332,0.212252,-0.525598,-0.690602,-0.940284,-0.850995,0.978256,0.0635139
302,-5024.3,2,0.0554653,25747.6,0.104848,25336.7,0.49075,0.244344,2.9349,0.227972,2.75304,0.108747,0.236035,-0.542941,-0.703239,-0.941678,-0.854614,0.978852,0.0635009
303,-5009.98,2,0.055078,26662.6,0.104842,26562.1,0.491253,0.24751,2.96565,0.228811,2.79453,0.108087,0.264773,-0.563109,-0.717584,-0.943537,-0.859447,0.979627,0.063517
304,-5016.28,2,0.0548205,27196.5,0.104851,27334.2,0.491384,0.249887,2.99056,0.229227,2.82747,0.107758,0.289979,-0.579249,-0.728907,-0.945751,-0.864504,0.980278,0.0635197
305,-5013.49,2,0.0546769,27640.3,0.1048,27884.8,0.49157,0.251954,3.00816,0.228294,2.85593,0.107842,0.315009,-0.597534,-0.741727,-0.946923,-0.868168,0.981002,0.0635277
306,-5008.68,2,0.0545681,26849.6,0.105173,27400.1,0.491076,0.256556,3.0562,0.229862,2.91438,0.107243,0.338812,-0.61746,-0.755613,-0.946947,-0.870259,0.981797,0.0635291
307,-5018.43,2,0.0545243,26007.5,0.105569,26779.9,0.490767,0.260505,3.08627,0.230441,2.95511,0.107724,0.356464,-0.632712,-0.766562,-0.946687,-0.871183,0.982299,0.0635003
308,-5015.71,2,0.054557,25578.1,0.105713,26382.8,0.490709,0.263891,3.10892,0.230398,2.98719,0.107502,0.369557,-0.644937,-0.775361,-0.946079,-0.871286,0.982685,0.0634853
309,-5012.51,2,0.0546115,25730.4,0.105612,26434.8,0.490744,0.26871,3.11428,0.229158,3.00748,0.107408,0.375478,-0.654146,-0.783094,-0.944274,-0.868402,0.982643,0.063483
310,-5010.35,2,0.054827,25274.8,0.105619,25779.7,0.49034,0.273331,3.14829,0.229471,3.05312,0.10749,0.395041,-0.668977,-0.793486,-0.944849,-0.870625,0.983175,0.0634894
311,-5011.59,2,0.0551627,23640.4,0.105999,24036.5,0.489544,0.275419,3.175,0.231099,3.08041,0.10676,0.399949,-0.671804,-0.795257,-0.945408,-0.871864,0.983338,0.0634907
312,-5016.29,2,0.0553833,21933,0.106529,22399.9,0.488766,0.27491,3.18944,0.2315,3.09406,0.105836,0.4112,-0.677668,-0.798562,-0.946764,-0.875145,0.983785,0.0634951
313,-5019.69,2,0.0555746,20525.5,0.107047,21051.3,0.487963,0.273715,3.19706,0.232208,3.09887,0.105086,0.416495,-0.67994,-0.799455,-0.947599,-0.877197,0.984072,0.063494
314,-5022.31,2,0.0558116,19614.6,0.10729,20068.1,0.487509,0.27083,3.20282,0.232944,3.09847,0.104296,0.424134,-0.682299,-0.799944,-0.94918,-0.880763,0.984497,0.0634904
315,-5008.69,2,0.0559973,19058,0.107455,19438.2,0.487257,0.268223,3.20806,0.233379,3.09828,0.104015,0.431847,-0.684783,-0.800619,-0.950716,-0.884193,0.984894,0.0635044
316,-5019.06,2,0.0560519,18794.2,0.107575,19173.9,0.487226,0.266706,3.20746,0.232846,3.0964,0.104189,0.438625,-0.687859,-0.802189,-0.951703,-0.886446,0.98517,0.0635046
317,-5025.84,2,0.0561098,19096.6,0.107398,19363.3,0.487305,0.266623,3.21232,0.23286,3.10121,0.104419,0.441906,-0.68986,-0.80336,-0.952005,-0.887252,0.985307,0.0634961
318,-5010.51,2,0.0562695,19275,0.107225,19355.2,0.487217,0.267412,3.21541,0.232998,3.10599,0.104505,0.443049,-0.69101,-0.804326,-0.951898,-0.887081,0.985301,0.0634942
319,-5024.07,2,0.0563562,19356.7,0.107117,19338.4,0.487278,0.267608,3.20675,0.231717,3.10213,0.104524,0.447663,-0.695089,-0.807325,-0.951723,-0.887104,0.985402,0.0634955
320,-5018.55,2,0.0563635,19396.4,0.107096,19363.5,0.487286,0.267665,3.2055,0.2314,3.10196,0.10462,0.449086,-0.696199,-0.808106,-0.951739,-0.887229,0.98544,0.063497
321,-5022.39,2,0.0563396,19505.3,0.107056,19472.6,0.48733,0.267494,3.20342,0.231014,3.10073,0.104757,0.451025,-0.697436,-0.808922,-0.951873,-0.887589,0.985497,0.0634978
322,-5008.85,2,0.0562894,19659.2,0.107022,19642.3,0.487406,0.267525,3.2032,0.230795,3.10103,0.104886,0.451721,-0.698058,-0.809349,-0.951835,-0.887603,0.985521,0.0634976
323,-5015.71,2,0.056251,19727.1,0.107017,19733.2,0.487466,0.267342,3.20184,0.230668,3.09969,0.105003,0.451999,-0.698275,-0.809474,-0.951827,-0.887639,0.985537,0.0634976
324,-5014.86,2,0.0562231,19898.7,0.106953,19896.6,0.487555,0.267385,3.2011,0.230537,3.09955,0.105139,0.452672,-0.698863,-0.809896,-0.951808,-0.887657,0.985554,0.063499
325,-5019.75,2,0.0562154,19898.9,0.106957,19904.2,0.487543,0.26705,3.19936,0.230464,3.09748,0.105244,0.452883,-0.69895,-0.809897,-0.95184,-0.887762,0.985574,0.0634993
326,-5011.45,2,0.0561916,19954.8,0.106952,19972.5,0.487575,0.266626,3.19476,0.230158,3.09283,0.105423,0.452224,-0.698753,-0.809759,-0.951693,-0.887524,0.985568,0.0635005
327,-5006.57,2,0.0561614,20044.4,0.106929,20073,0.487595,0.266512,3.19257,0.23,3.09077,0.105593,0.451874,-0.698599,-0.809676,-0.951618,-0.88739,0.985555,0.0635008
328,-5009.86,2,0.0561428,20149.3,0.106894,20175,0.487638,0.266369,3.18516,0.229551,3.08409,0.105735,0.449788,-0.69767,-0.809205,-0.951284,-0.886669,0.985471,0.0635008
329,-5018.49,2,0.0561258,20280.8,0.106844,20296.5,0.487723,0.266148,3.17745,0.22906,3.07697,0.105875,0.447813,-0.696666,-0.808673,-0.951032,-0.886064,0.985387,0.0634999
330,-5016.67,2,0.0561003,20442.8,0.106785,20450.3,0.487808,0.265907,3.17009,0.228546,3.07031,0.10599,0.446512,-0.696061,-0.808384,-0.950837,-0.885611,0.985327,0.0634985
331,-5023.18,2,0.0560562,20700.7,0.106702,20699.7,0.48794,0.265636,3.16491,0.228177,3.06517,0.106145,0.445332,-0.695256,-0.8079,-0.950768,-0.885374,0.985276,0.0634973
332,-5009.41,2,0.0560313,20879.1,0.106642,20867,0.488046,0.265221,3.15943,0.227936,3.05889,0.106289,0.44278,-0.693456,-0.806722,-0.950651,-0.88497,0.985189,0.0634983
333,-5009.45,2,0.0559863,21099.5,0.106571,21088.2,0.488184,0.264652,3.154,0.227761,3.0523,0.106406,0.440381,-0.691651,-0.805489,-0.950588,-0.884687,0.985117,0.0634992
334,-5022.76,2,0.0559433,21427,0.106444,21392.3,0.488384,0.264304,3.1505,0.227656,3.04813,0.106471,0.438944,-0.690554,-0.804742,-0.950553,-0.88452,0.985073,0.0634987
335,-5014.58,2,0.0559179,21663,0.106345,21606,0.488513,0.264042,3.14496,0.22732,3.04265,0.10657,0.437355,-0.689583,-0.804161,-0.950412,-0.884145,0.98501,0.0634996
336,-5022.58,2,0.0559048,21790.5,0.106294,21720.6,0.488612,0.263719,3.13729,0.226777,3.03547,0.106703,0.435875,-0.688771,-0.803723,-0.950245,-0.883717,0.984944,0.0635003
337,-5026.99,2,0.0558864,21864.3,0.106273,21798.6,0.48865,0.263359,3.12972,0.226251,3.02848,0.106903,0.434926,-0.688309,-0.803503,-0.950118,-0.883399,0.984897,0.0635008
338,-5008.55,2,0.0558788,21928.8,0.106252,21857.9,0.488688,0.263298,3.1228,0.225705,3.02285,0.107076,0.434213,-0.688154,-0.803571,-0.94993,-0.882969,0.984841,0.0635026
339,-5024.35,2,0.0558537,21967.5,0.106251,21915.4,0.488714,0.263032,3.11627,0.225277,3.01694,0.107188,0.433449,-0.687803,-0.803431,-0.949812,-0.882678,0.984798,0.0635034
340,-5021.97,2,0.0558338,22017.6,0.106243,21976.5,0.488749,0.262757,3.1116,0.225004,3.01255,0.10739,0.432863,-0.687576,-0.803322,-0.949706,-0.882458,0.984775,0.063503
341,-5025.31,2,0.0558233,22126.1,0.106202,22073.7,0.488793,0.262495,3.1106,0.225065,3.01102,0.107558,0.43279,-0.687321,-0.803097,-0.949794,-0.8826,0.984779,0.0635025
342,-5028.36,2,0.0558139,22174.7,0.106186,22122.2,0.48882,0.262319,3.10875,0.224945,3.00919,0.107696,0.43293,-0.687362,-0.803118,-0.949827,-0.882659,0.984783,0.0635012
343,-5028.38,2,0.0558075,22223.6,0.106166,22167.7,0.488857,0.262183,3.10539,0.224688,3.00624,0.107815,0.432857,-0.687333,-0.803146,-0.949813,-0.882598,0.984768,0.0635005
344,-5011,2,0.0558304,22288.2,0.106124,22193.9,0.48888,0.262056,3.10472,0.224594,3.0057,0.10796,0.433677,-0.687781,-0.80342,-0.949899,-0.882805,0.984796,0.0635012
345,-5017.56,2,0.0558668,22303,0.106098,22165.9,0.488887,0.261786,3.10162,0.224369,3.00248,0.108125,0.433231,-0.68744,-0.803189,-0.949885,-0.88275,0.984781,0.0635011
346,-5027.81,2,0.0558697,22397.7,0.106056,22237.5,0.488927,0.26153,3.10196,0.224491,3.00171,0.108226,0.432493,-0.686649,-0.80257,-0.949979,-0.882861,0.984773,0.0635001
347,-5021.8,2,0.0558666,22520.7,0.106006,22337.7,0.48897,0.26143,3.10322,0.224649,3.00219,0.108355,0.432074,-0.686155,-0.802174,-0.950052,-0.88296,0.98477,0.0634989
348,-5022.02,2,0.0558584,22662.8,0.105953,22458.8,0.489022,0.261206,3.1037,0.224752,3.00181,0.108448,0.431806,-0.685709,-0.80179,-0.950146,-0.883118,0.984775,0.0634972
349,-5011.55,2,0.0558566,22796.5,0.105893,22565.6,0.489091,0.261073,3.10334,0.224802,3.00104,0.108527,0.431347,-0.685345,-0.801517,-0.950137,-0.883088,0.984767,0.0634971
350,-5009.66,2,0.055844,22820.6,0.105888,22598.3,0.489084,0.26106,3.10395,0.224995,3.00103,0.108615,0.430383,-0.684577,-0.800984,-0.950133,-0.883006,0.984739,0.0634966
351,-5009.02,2,0.0558386,22739.3,0.105924,22540,0.489037,0.261094,3.10582,0.225252,3.00222,0.108725,0.429674,-0.684027,-0.800579,-0.950127,-0.882958,0.984726,0.0634971
352,-5008.6,2,0.0558493,22651.3,0.105955,22459.1,0.488983,0.261159,3.10634,0.22532,3.00271,0.108755,0.429647,-0.683966,-0.800547,-0.95014,-0.882965,0.98472,0.0634972
353,-4993.57,2,0.0558569,22557.3,0.10599,22376.6,0.488938,0.261238,3.10631,0.225348,3.00257,0.108789,0.429095,-0.683485,-0.800248,-0.950158,-0.882917,0.984692,0.063498
354,-5009.49,2,0.055866,22492.9,0.106011,22316.1,0.488907,0.261173,3.10777,0.225527,3.0034,0.108879,0.429121,-0.683213,-0.800006,-0.950282,-0.883119,0.984698,0.0634977
355,-5005.26,2,0.0558811,22478.8,0.106011,22288.7,0.488891,0.261019,3.10968,0.225788,3.00434,0.108972,0.428989,-0.682831,-0.799649,-0.95039,-0.883321,0.98471,0.063498
356,-5005,2,0.0558819,22479.5,0.106017,22288.7,0.488894,0.260925,3.11067,0.226019,3.00428,0.109052,0.427617,-0.681772,-0.798886,-0.950365,-0.883202,0.984679,0.0634984
357,-5011.9,2,0.0558904,22458.1,0.106021,22262.7,0.488888,0.260815,3.11276,0.22619,3.00555,0.109056,0.427698,-0.681537,-0.798634,-0.950491,-0.88344,0.984696,0.0634989
358,-5005.17,2,0.0558853,22486.2,0.106014,22290.7,0.488905,0.260928,3.11529,0.226378,3.00773,0.109067,0.427813,-0.681464,-0.798548,-0.950563,-0.883567,0.984703,0.0634998
359,-5010.09,2,0.0558931,22567.1,0.105975,22345.8,0.488927,0.260975,3.11757,0.226578,3.00947,0.10913,0.427649,-0.68123,-0.798346,-0.950616,-0.883648,0.984706,0.0634995
360,-5007.34,2,0.0558935,22599.7,0.105966,22371.3,0.488921,0.261163,3.11831,0.226572,3.0106,0.109162,0.427777,-0.681453,-0.798535,-0.950569,-0.883571,0.984705,0.0635002
361,-5013.64,2,0.0559066,22584.9,0.105964,22345.2,0.488904,0.261584,3.11993,0.226541,3.01318,0.109258,0.428566,-0.682118,-0.79907,-0.950559,-0.883565,0.984708,0.0634997
362,-5020.25,2,0.0559318,22559.5,0.10596,22297.6,0.488883,0.261974,3.12034,0.226408,3.01473,0.109305,0.42918,-0.682753,-0.799611,-0.950504,-0.883466,0.984703,0.0634983
363,-5011.93,2,0.0559529,22519.7,0.105964,22243.3,0.488866,0.262114,3.12109,0.226347,3.01595,0.10927,0.429879,-0.683293,-0.799998,-0.950517,-0.883528,0.984719,0.063498
364,-5011.62,2,0.0559626,22521.7,0.105956,22234,0.488856,0.262288,3.12146,0.226252,3.01691,0.109266,0.430328,-0.683779,-0.800366,-0.950461,-0.88347,0.984728,0.0634981
365,-4997.43,2,0.0559602,22570,0.10594,22274.5,0.488863,0.262404,3.12283,0.226377,3.01812,0.109253,0.430166,-0.683587,-0.800239,-0.95048,-0.88348,0.984719,0.0634987
366,-5008.05,2,0.0559508,22607.4,0.105933,22314.1,0.48887,0.262608,3.124,0.226505,3.01909,0.109269,0.429131,-0.682928,-0.799834,-0.950415,-0.883268,0.98468,0.0634999
367,-4996.97,2,0.0559509,22562,0.105949,22278.2,0.488859,0.262771,3.12118,0.226346,3.01682,0.109265,0.427457,-0.682194,-0.799478,-0.950152,-0.882677,0.984608,0.0635026
368,-5001.66,2,0.0559391,22538.4,0.105964,22272.2,0.488862,0.262647,3.11973,0.226323,3.01483,0.109283,0.426061,-0.681192,-0.798808,-0.950098,-0.882476,0.984563,0.0635034
369,-5005.7,2,0.0559318,22515.7,0.10598,22262.4,0.488858,0.262558,3.11891,0.226351,3.0134,0.10929,0.424457,-0.680155,-0.798112,-0.949991,-0.88219,0.984518,0.0635042
370,-5006.48,2,0.0559433,22505.3,0.105976,22241.6,0.488834,0.262501,3.11807,0.22643,3.01196,0.109302,0.422826,-0.679057,-0.797388,-0.949899,-0.88191,0.984466,0.0635041
371,-4995.77,2,0.0559482,22483.7,0.10598,22219.1,0.488822,0.262513,3.11874,0.22656,3.01216,0.109313,0.422029,-0.678483,-0.796993,-0.94987,-0.881805,0.984444,0.0635052
372,-5008.16,2,0.0559533,22460.3,0.105985,22195.4,0.488798,0.262415,3.11847,0.226673,3.0112,0.109279,0.420797,-0.677581,-0.796368,-0.949833,-0.881655,0.98441,0.0635058
373,-5021.32,2,0.0559529,22493.6,0.105972,22221.8,0.488806,0.262209,3.11761,0.226703,3.00972,0.109234,0.419986,-0.676963,-0.795912,-0.949814,-0.881587,0.984394,0.0635052
374,-5021.34,2,0.0559378,22579.2,0.105946,22305.4,0.488859,0.262121,3.11792,0.226785,3.00967,0.109219,0.419932,-0.676797,-0.795766,-0.949868,-0.881674,0.984397,0.0635043
375,-5023.3,2,0.0559285,22650.8,0.105923,22372,0.488911,0.26194,3.11842,0.226821,3.00975,0.10921,0.420425,-0.676931,-0.79578,-0.949984,-0.881922,0.984425,0.0635039
376,-5018.66,2,0.0559264,22740,0.105887,22444.4,0.488954,0.26181,3.11873,0.226775,3.01004,0.109227,0.421476,-0.677494,-0.796102,-0.950104,-0.882215,0.984466,0.0635039
377,-5013.9,2,0.0559193,22812,0.105859,22508.4,0.488993,0.261786,3.11855,0.226727,3.01008,0.109238,0.421817,-0.677862,-0.796345,-0.95006,-0.882197,0.984483,0.0635036
378,-5011.74,2,0.0559115,22886.4,0.105835,22575.3,0.489028,0.261684,3.11792,0.226651,3.00954,0.109245,0.422291,-0.678148,-0.79652,-0.950097,-0.882303,0.984501,0.0635034
379,-5009.47,2,0.0559089,22865.6,0.105845,22561.9,0.489027,0.261543,3.11748,0.226582,3.00908,0.109288,0.422963,-0.67849,-0.796713,-0.950182,-0.882501,0.984526,0.063504
380,-5019.86,2,0.0559114,22858.6,0.105843,22553.6,0.489027,0.261479,3.11677,0.226483,3.00855,0.10933,0.423449,-0.678747,-0.796882,-0.950241,-0.882623,0.984539,0.0635045
381,-5018.8,2,0.0559123,22870.2,0.105835,22561.8,0.489036,0.261449,3.11636,0.226415,3.00838,0.109349,0.423921,-0.679104,-0.797123,-0.950254,-0.882682,0.984554,0.0635046
382,-5014.38,2,0.0558947,22848.7,0.105852,22564.2,0.489027,0.261474,3.11614,0.226425,3.00817,0.109413,0.423604,-0.678946,-0.797033,-0.950213,-0.882589,0.984542,0.0635038
383,-5015.86,2,0.055884,22796.1,0.10588,22534.7,0.489016,0.261529,3.11576,0.226391,3.00782,0.109474,0.422966,-0.678627,-0.796849,-0.950128,-0.8824,0.98452,0.0635029
384,-5011.56,2,0.055875,22759.1,0.105904,22515.6,0.489012,0.261541,3.11547,0.226378,3.00753,0.109569,0.42267,-0.678484,-0.796767,-0.950086,-0.88231,0.984509,0.0635027
385,-5016.37,2,0.0558782,22732.9,0.105918,22491.7,0.488996,0.261618,3.11585,0.226303,3.00843,0.109639,0.423719,-0.679227,-0.797275,-0.950129,-0.882456,0.984539,0.0635026
386,-5023.24,2,0.0558682,22745.7,0.105921,22512.9,0.489011,0.261699,3.11521,0.22617,3.00837,0.109706,0.424197,-0.679677,-0.797619,-0.950105,-0.882439,0.984547,0.0635023
387,-5007.63,2,0.0558598,22811.6,0.105901,22574.1,0.489038,0.2618,3.11278,0.225907,3.00688,0.109743,0.42415,-0.679991,-0.797933,-0.949953,-0.882168,0.984531,0.0635032
388,-5025.68,2,0.0558434,22920.9,0.105866,22678.2,0.489095,0.261969,3.1123,0.225804,3.00716,0.109791,0.424577,-0.680471,-0.798322,-0.949903,-0.882091,0.984532,0.0635032
389,-5010.47,2,0.0558253,22972.8,0.105857,22739.5,0.489123,0.26215,3.1122,0.225754,3.00755,0.109821,0.42443,-0.680593,-0.798466,-0.949805,-0.881906,0.984519,0.0635035
390,-5010.91,2,0.0558166,22963.8,0.105867,22742.2,0.489129,0.262283,3.11145,0.225661,3.00736,0.109839,0.424465,-0.680772,-0.79865,-0.949742,-0.881781,0.984509,0.0635034
391,-5006.69,2,0.0558101,22955.7,0.105874,22743,0.489134,0.262221,3.10962,0.22564,3.0052,0.10985,0.422816,-0.67974,-0.797997,-0.949617,-0.881438,0.984452,0.0635037
392,-5008.44,2,0.0558029,22956.3,0.10588,22751.8,0.489139,0.262297,3.10757,0.225601,3.00303,0.10988,0.420649,-0.678513,-0.797265,-0.949396,-0.880886,0.984372,0.0635035
